NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM
3407	-1	0	【新手】找到白鹿长老任务用前置	【新手】搜寻坐骑	3465	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	210	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在成吉思汗的世界中，想要成为真正的英雄，一匹好马是你必不可少的伙伴。\n\t看见我身后的这些马了吧，你首先要学会的是如何驯服它们。现在，按我教给你的方法，去选择一匹来做为你第一个伙伴吧。	抓到一匹@npc_125027	\t白鹿长老在猎场南方	放弃任务	\t年轻人，听说村中各位长老对你的评价都很高啊！欢迎你的到来！	131016	白鹿长老	-1	-1	0	3408	抓到一匹@npc_125027						0		0
3408	203589	1	【新手】白鹿长老的考验	【新手】白鹿长老的考验	3407	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	310	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在成吉思汗的世界中，想要成为真正的英雄，一匹好马是你必不可少的道具。\n\t看见我身后的这些马了吧，你只要将鼠标移动到小马驹身上，点击左键就可以捕捉了。\n\t现在，按我教给你的方法，去选择一匹来做为你第一个伙伴吧。	找到@npc_131016	\t你驯服它了么？	放弃任务	\t牢记驯服它们的方法，或许今后你将会得到更多更好的坐骑。	131016	白鹿长老	-1	-1	0	3409	找到@npc_131016					#G将鼠标移动至#R马匹#G上，点击#R左键#G一下，耐心等待抓马读条完毕，系统会提示您捕捉#R成功#G，如果失败了，很可能是由于您和马的#R距离过远#G导致的，您只需要#R靠近马匹#G，重新抓一次即可。#W	0		0
3409	203590	1	【新手】上马！	【新手】上马！	3408	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	410	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t（白鹿长老轻轻地拍了拍马背对你说道）\n\t你还不会骑马吧，不会骑马的人是无法在这个世界里生存下去的，现在我来教你如何骑上马。	找到@npc_131016	\t你要先骑上马我才能教你后面的知识。	放弃任务	\t记住，对待骑乘的态度要像对待自己的朋友一样，马儿也会疲劳，记得时常驯养它。	131016	白鹿长老	-1	-1	0	3442	找到@npc_131016						0		0
3410	203432	1	【新手】新兵入伍	【新手】马可波罗的重病	3404	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	1200	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t王国的征兵点就在东方，那里一定有很多和你一样想加入军队的年轻人。\n\t你还在等待什么？快骑着你的战马，去那看看吧！	找到@npc_131025	\找到马可波罗随从	放弃任务	\t又一位想入伍的年轻人？很好！	131025	征兵校尉	-1	-1	0	3411	找到@npc_131025						0		0
3411	203577	1	【新手】新兵的技能	【新手】新兵的技能	3410	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	1600	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t虽然你是三位长老推荐而来，但是你的技能似乎有所欠缺。\n\t每一位来应征的新兵，都可以从教官铁力那里学到两个新的技能，快去找他吧。	在@npc_131026处学习技能。	\t杀熊可以获得熊胆，熊胆是不错的治病药材。	放弃任务	\t很好，虽然只是最初级的两个技能，但是你仍然需要勤加修炼。	131026	教官	-1	-1	0	3443	在@npc_131026处学习技能。						0		0
3412	203595	1	【新手】新兵的装备<二>	【新手】新兵的装备<二>	3443	-1	-1	1	-1	0	0	2	-1	-1	50951	-1	-1	-1	-1	1	5	0	0	1800	0	0	1	12	0	0	0	0	0	0	13010122	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t装备就堆放在大营外，想要的话，你必须自己去取来！	取回@npc_131038	\t别磨磨蹭蹭的，快去找到自己的装备。\n\t#G（到指定地点后，左键点击闪光的装备，就可以获得你的装备。）#W	放弃任务	\t很好，这些装备是你的了！	131018	铁武	-1	-1	0	3413	取回@npc_131038						0		0
3413	203434	1	【新手】新兵的补给	【新手】新兵的补给	3412	-1	-1	1	-1	0	0	2	-1	-1	51583	-1	-1	-1	-1	1	5	0	0	2200	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你的坐骑有个很不错的技能：马奶。\n\t对于我们这些常年在马背上生存的军人来说，马奶的作用无可替代，现在，试着做出一个马奶吧。	按下#GCTRL+1#W，做出马奶	\t清香的马奶，可是补充体力的上品。\n\t（按下#GCTRL+1#W，就能做出马奶。）	放弃任务	\t清香的马奶，是补充体力的上品。你可以平时多做一些马奶以备不时之需。	131018	铁武	-1	-1	0	3414	按下#GCTRL+1#W，做出马奶						0		0
3414	203435	1	【新手】新兵训练！	【新手】新兵训练！	3413	-1	-1	1	-1	0	0	2	-1	-1	18400	-1	-1	-1	-1	1	5	0	0	2200	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t现在，我们要开始一项针对新兵的训练！\n\t东南边有很多草原熊在游荡，你的任务，就是去干掉那些草原熊！\n\t在这之后，记得去王城右都尉金虎大人那里报到。他带领着王国的军队，就在王城的东门外。	消灭5只@npc_131023	\t不要怯懦，这几只熊是难不倒你的。	放弃任务	\t新人？很好！铁家这几个小子，看人的眼光还不错。	131037	金虎	-1	-1	0	3498	消灭5只@npc_131023						0		0
3415	-1	0	【新手】踏入王城	【新手】踏入王城	3414	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	2200	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我们的王城，就在前方！\n\t那里有更高级的武器，技能，马匹，更有着无数和你一样的年轻士兵等候着你的到来。\n\t去找王城御卫长报道吧，幸运的小子！	找到@npc_129828	\t向猎场北方走。	放弃任务	\t欢迎来到王城，新兵！	129828	王城卫队长	-1	-1	0	3498	找到@npc_129828						0		0
3416	-1	0	【主线】必须的药品	【主线】必须的药品	3646	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	4000	0	0	1	12	0	0	0	0	0	0	12010002	5	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t药品商人，是王城出名的好心人，他非常乐于无偿帮助你这样的新人。\n\t他的药品店就在不远的前方，你可以先去和他谈谈。	找到@npc_129025	\t你找我有什么事？	你放弃了【个人】初涉江湖<三>	\t新朋友，请先听我说点药品的事情。\n\t优质的疗伤药品是生存的保证！我这里药品的质量绝对是最好的，能够让你大伤变小伤，小伤全治愈，一旦拥有，别无所求！	129025	药品商人	-1	-1	0	3457	找到@npc_129025						0		0
#	昆仑牧场脚本下长老对多职业的职业介绍																																																																										
3417	203565	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	0	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3418	203566	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	1	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3419	203567	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	2	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3420	203568	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	3	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3421	203569	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	4	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3422	203570	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	5	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3423	203571	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	6	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3424	203572	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	7	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3425	203573	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	8	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3426	203574	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	9	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3427	203575	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	10	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
3428	203576	1	【新手】初识职业	【新手】初识职业	3400	-1	-1	1	-1	0	0	2	11	-1	22000	-1	-1	-1	-1	1	5	0	0	23	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为一个初入世界的新人，首先必须要对自己的职业有明确的认识。\n\t我的朋友智者哈达，年轻时游历世界，见多识广。他一定可以为你做出有关你的职业的指点。	找到@npc_131001		放弃任务	\t年轻人，我早就注意到你了，少年英姿，文武全才。但在这乱世之中一路的成长又必定会艰辛无比。	131001	哈达	-1	-1	0	-1	找到@npc_131001						0		0
#	昆仑牧场脚本下多职业拿武器																																																																										
3429	203553	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	1	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131003	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131003	剑侠之剑	-1	-1	0	3444	找到@npc_131003						0		0
3430	203554	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	2	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131005	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131005	骑射之弓	-1	-1	0	3445	找到@npc_131005						0		0
3431	203555	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	3	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131004	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131004	火枪之枪	-1	-1	0	3446	找到@npc_131004						0		0
3432	203556	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	4	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131007	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131007	先知之杖	-1	-1	0	3447	找到@npc_131007						0		0
3433	203557	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	5	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131006	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131006	萨满之槌	-1	-1	0	3448	找到@npc_131006						0		0
3434	203558	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	6	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131008	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131008	十字军之矛	-1	-1	0	3449	找到@npc_131008						0		0
3435	203559	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	7	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131009	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131009	圣火使之令	-1	-1	0	3450	找到@npc_131009						0		0
3436	203560	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	8	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131010	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131010	刺客之弩	-1	-1	0	3451	找到@npc_131010						0		0
3437	203561	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	9	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131011	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131011	近卫军之铳	-1	-1	0	3452	找到@npc_131011						0		0
3438	203562	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	10	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131013	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131013	隐修士之圣十字	-1	-1	0	3453	找到@npc_131013						0		0
3439	203563	1	【新手】武器的进阶	【新手】武器的进阶	3402	-1	-1	1	-1	0	0	2	11	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你已经对自己职业有了充分的认识，那么，去我周围的武器之灵那里找到更强大的兵器吧。	找到@npc_131012	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131012	僧侣之幡	-1	-1	0	3454	找到@npc_131012						0		0
#虚拟昆仑牧场脚本3202前置任务，不绑定NPC																																																																											
3440	-1	0	虚拟楼兰牧场脚本3202前置任务	虚拟楼兰牧场脚本3202前置任务	-1	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	70	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在身后有我这些年来锻造的各种武器，你可以去挑一把合适的。	找到@npc_131013	\t找到趁手的兵器了吗？	放弃任务	\t我看你英姿飒爽也不是平平之辈，日后必成大事，再说宝剑配英雄，这武器就免费送你好了。	131013	十字架	-1	-1	0	3441	找到@npc_131013						0		0
3441	203430	1	【新手】苍狼长老	【新手】苍狼长老	3440	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	139	0	0	1	12	0	0	0	0	0	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t听完了我的介绍，你应该对自己的职业有一定了解了吧。\n\t去找到苍狼长老吧，他就在我的东北方等待着每一位新人。	找到@npc_131014	\t几只狐狸应该不会难住你！你只需要用鼠标左键点击狐狸，就可以攻击并消灭它们。	放弃任务	\t我见过很多和你一样的新人，我也为你们都准备了一份礼物，但是，你要先通过我小小的考验。	131014	苍狼长老	-1	-1	0	3402	找到@npc_131014						0		0
#	昆仑牧场多职业拿武器杀怪																																																																										
3442	203431	1	【新手】迟归的随从	【新手】迟归的随从	3409	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	190	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t我的随从木图，去了西北方收集马儿最爱吃的草料，到现在没有归来，莫非是他遇到了什么难事？\n\t你去西北方看看吧。	找到@npc_131015	\t钥匙老人在城的西北方	放弃任务	\t你好，朋友。\n\t我的导师白鹿长老让你来的？	131015	木图	-1	-1	0	3404	找到@npc_131015						0		0
3443	203433	1	【新手】新兵的装备<一>	【新手】新兵的装备<一>	3411	-1	-1	1	-1	0	0	2	-1	-1	22000	-1	-1	-1	-1	1	5	0	0	1800	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t有了技能，武器，马匹，剩下的就是一些装备了。我建议你去找找军需官铁武，每一个新兵，都可以从他那里领取一批军需物资。	找到@npc_131018	\t别磨磨蹭蹭的，快去找到自己的装备。\n\t#G（到指定地点后，左键点击闪光的装备，就可以获得你的装备。）#W	放弃任务	\t恩，你也是来领取新兵的装备的吗？	131018	铁武	-1	-1	0	3412	找到@npc_131018						0		0
#	昆仑牧场脚本下多职业学技能																																																																										
3444	203449	1	【新手】白鹿长老	【新手】白鹿长老	3429	-1	-1	1	-1	0	0	2	1	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在东北方等待着你的到来。	找到@npc_131016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	131016	白鹿长老	-1	-1	0	-1	找到@npc_131016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3445	203449	1	【新手】白鹿长老	【新手】白鹿长老	3430	-1	-1	1	-1	0	0	2	2	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在东北方等待着你的到来。	找到@npc_131016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	131016	白鹿长老	-1	-1	0	-1	找到@npc_131016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
3446	203449	1	【新手】白鹿长老	【新手】白鹿长老	3431	-1	-1	1	-1	0	0	2	3	-1	22000	-1	-1	-1	-1	1	5	0	0	163	0	0	1	12	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t获得新兵器之后，记得按下“B”键打开背包，右键点击你刚刚获得的武器，就可以装备上新武器了。\n\t白鹿长老正在东北方等待着你的到来。	找到@npc_131016	\t雄鹰长老就在我的武器旁边	放弃任务	\t真没想到你这么快就来了！\n\t看来你在前面两位长老那里得到了不少收获啊。	131016	白鹿长老	-1	-1	0	-1	找到@npc_131016					按下“B”键打开背包，右键点击就可以装备你刚刚获得的武器。	0		0
