NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	TEXT
157	游乐场-疯狂的箱子	-1	0	2	61525	61526	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	61526	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
158	游乐场-疯狂的箱子	310324	0	2	61535	61536	61535	61536	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	61536	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
159	游乐场-疯狂的箱子	310325	0	2	61550	61551	61550	61551	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	61551	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
160	游乐场-疯狂的箱子	-1	0	2	61625	61626	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	61626	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
161	游乐场-疯狂的箱子	310324	0	2	61635	61636	61635	61636	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	61636	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
162	游乐场-疯狂的箱子	310325	0	2	61650	61651	61650	61651	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	61651	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
163	游乐场-疯狂的箱子	-1	0	2	61725	61726	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	61726	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
164	游乐场-疯狂的箱子	310324	0	2	61735	61736	61735	61736	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	61736	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
165	游乐场-疯狂的箱子	310325	0	2	61750	61751	61750	61751	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	61751	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
166	游乐场-疯狂的箱子	-1	0	2	61825	61826	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	61826	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
167	游乐场-疯狂的箱子	310324	0	2	61835	61836	61835	61836	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	61836	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
168	游乐场-疯狂的箱子	310325	0	2	61850	61851	61850	61851	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	61851	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
169	游乐场-疯狂的箱子	-1	0	2	61925	61926	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	61926	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
170	游乐场-疯狂的箱子	310324	0	2	61935	61936	61935	61936	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	61936	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
171	游乐场-疯狂的箱子	310325	0	2	61950	61951	61950	61951	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	61951	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
172	游乐场-疯狂的箱子	-1	0	2	62025	62026	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	62026	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
173	游乐场-疯狂的箱子	310324	0	2	62035	62036	62035	62036	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	62036	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
174	游乐场-疯狂的箱子	310325	0	2	62050	62051	62050	62051	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	62051	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
175	游乐场-疯狂的箱子	-1	0	2	62125	62126	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	62126	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
176	游乐场-疯狂的箱子	310324	0	2	62135	62136	62135	62136	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	62136	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
177	游乐场-疯狂的箱子	310325	0	2	62150	62151	62150	62151	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	62151	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
178	游乐场-疯狂的箱子	-1	0	2	62225	62226	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	62226	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
179	游乐场-疯狂的箱子	310324	0	2	62235	62236	62235	62236	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	62236	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
180	游乐场-疯狂的箱子	310325	0	2	62250	62251	62250	62251	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	62251	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
181	游乐场-彩票	310338	0	2	52359	60000	52359	60000	0	0	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
182	游乐场-彩票	310338	0	2	61030	61031	61030	61031	0	1	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
183	游乐场-彩票	310338	0	2	61230	61231	61230	61231	0	2	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
184	游乐场-彩票	310338	0	2	61430	61431	61430	61431	0	3	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
185	游乐场-彩票	310338	0	2	61630	61631	61630	61631	0	4	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
186	游乐场-彩票	310338	0	2	61830	61831	61830	61831	0	5	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
187	游乐场-彩票	310338	0	2	62030	62031	62030	62031	0	6	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
188	游乐场-彩票	310338	0	2	62230	62231	62230	62231	0	7	-1	-1	-1	-1	4|1	-1	-1	-1	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
189	游乐场关闭	310342	0	2	62250	62251	62300	62301	0	0	-1	-1	-1	-1	4|1	61	天上人间·麒麟即将关闭，欢迎您下次再来。	62251	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
190	游乐场全民狂欢	310341	0	2	60900	60901	60900	60901	0	0	-1	-1	-1	-1	4|1	61	魔女艾丽西丝的水晶球又丢失了，请各位游客帮忙找寻回来。	60901	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
191	游乐场全民狂欢	310341	0	2	62250	62251	62250	62251	0	1	-1	-1	-1	-1	4|1	61	魔女艾丽西丝的水晶球都被找回了，谢谢大家的努力。	62251	-1		-1	-1		-1	-1		-1	-1		-1	0	99	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
192	游乐场-暴龙开始	-1	0	2	1150	1151	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1151	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
193	游乐场-暴龙大作战	310320	0	2	1200	1201	1200	1201	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	1201	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
194	游乐场-暴龙结束	-1	0	2	1210	1211	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	1211	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
195	游乐场-暴龙开始	-1	0	2	1250	1251	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1251	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
196	游乐场-暴龙大作战	310320	0	2	1300	1301	1300	1301	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	1301	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
197	游乐场-暴龙结束	-1	0	2	1310	1311	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	1311	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
198	游乐场-暴龙开始	-1	0	2	1350	1351	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1351	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
199	游乐场-暴龙大作战	310320	0	2	1400	1401	1400	1401	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	1401	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
200	游乐场-暴龙结束	-1	0	2	1410	1411	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	1411	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
201	游乐场-暴龙开始	-1	0	2	1450	1451	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1451	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
202	游乐场-暴龙大作战	310320	0	2	1500	1501	1500	1501	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	1501	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
203	游乐场-暴龙结束	-1	0	2	1510	1511	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	1511	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
204	游乐场-暴龙开始	-1	0	2	1550	1551	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1551	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
205	游乐场-暴龙大作战	310320	0	2	1600	1601	1600	1601	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	1601	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
206	游乐场-暴龙结束	-1	0	2	1610	1611	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	1611	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
207	游乐场-暴龙开始	-1	0	2	1650	1651	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1651	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
208	游乐场-暴龙大作战	310320	0	2	1700	1701	1700	1701	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	1701	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
209	游乐场-暴龙结束	-1	0	2	1710	1711	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	1711	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
210	游乐场-暴龙开始	-1	0	2	1750	1751	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1751	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
211	游乐场-暴龙大作战	310320	0	2	1800	1801	1800	1801	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	1801	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
212	游乐场-暴龙结束	-1	0	2	1810	1811	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	1811	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
213	游乐场-暴龙开始	-1	0	2	1850	1851	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1851	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
214	游乐场-暴龙大作战	310320	0	2	1900	1901	1900	1901	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	1901	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
215	游乐场-暴龙结束	-1	0	2	1910	1911	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	1911	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
216	游乐场-暴龙开始	-1	0	2	1950	1951	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	1951	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
217	游乐场-暴龙大作战	310320	0	2	2000	2001	2000	2001	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	2001	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
218	游乐场-暴龙结束	-1	0	2	2010	2011	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	2011	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
219	游乐场-暴龙开始	-1	0	2	2050	2051	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	2051	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
220	游乐场-暴龙大作战	310320	0	2	2100	2101	2100	2101	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	2101	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
221	游乐场-暴龙结束	-1	0	2	2110	2111	-1	-1	0	0	-1	-1	-1	-1	4|1	61	此轮暴龙大作战已经结束！	2111	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
222	游乐场-暴龙开始	-1	0	2	2150	2151	-1	-1	0	0	-1	-1	-1	-1	4|1	61	暴龙大作战即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到暴龙大作战发布人（70，59）参加精彩刺激的活动	2151	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
223	游乐场-暴龙大作战	310320	0	2	2200	2201	2200	2201	0	0	-1	-1	-1	-1	4|1	-1	暴龙大作战开始了，大家可到暴龙大作战发布人（70，59）处准备领取任务！	2201	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
224	游乐场-暴龙结束	-1	0	2	2210	2211	-1	-1	0	0	-1	-1	-1	-1	4|1	61	本周的暴龙大作战全部结束了，欢迎下次再来！	2211	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
225	游乐场-疯狂的箱子	-1	0	2	1225	1226	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	1226	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
226	游乐场-疯狂的箱子	310324	0	2	1235	1236	1235	1236	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	1236	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
227	游乐场-疯狂的箱子	310325	0	2	1250	1251	1250	1251	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	1251	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
228	游乐场-疯狂的箱子	-1	0	2	1325	1326	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	1326	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
229	游乐场-疯狂的箱子	310324	0	2	1335	1336	1335	1336	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子出现在天上人间?麒麟中的摩天轮区、旋转木马区、暴龙区和海盗船区！	1336	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
230	游乐场-疯狂的箱子	310325	0	2	1350	1351	1350	1351	0	0	-1	-1	-1	-1	4|1	61	疯狂的箱子已经消失了	1351	-1		-1	-1		-1	-1		-1	-1		-1	0	39	39|1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	39
231	游乐场-疯狂的箱子	-1	0	2	1425	1426	-1	-1	0	0	-1	-1	-1	-1	4|1	61	疯狂的宝箱即将开始，各位玩家可以通过大都南的天上人间传送人（128，70）进入天上人间·麒麟，找到疯狂的宝箱发布人（128，118）参加精彩刺激的活动！	1426	-1		-1	-1		-1	-1		-1	-1		-1	0	99	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	0|-1	1	0	
