NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	NUM	TEXT	NUM	TEXT	
21372	21372	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装173激活：命中+177闪避+177暴击+177韧性+177暴击伤害+177	1	时装173激活：命中+177闪避+177暴击+177韧性+177暴击伤害+177
21373	21373	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装174激活：命中+178闪避+178暴击+178韧性+178暴击伤害+178	1	时装174激活：命中+178闪避+178暴击+178韧性+178暴击伤害+178
21374	21374	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装175激活：命中+179闪避+179暴击+179韧性+179暴击伤害+179	1	时装175激活：命中+179闪避+179暴击+179韧性+179暴击伤害+179
21375	21375	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装176激活：命中+180闪避+180暴击+180韧性+180暴击伤害+180	1	时装176激活：命中+180闪避+180暴击+180韧性+180暴击伤害+180
21376	21376	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装177激活：命中+181闪避+181暴击+181韧性+181暴击伤害+181	1	时装177激活：命中+181闪避+181暴击+181韧性+181暴击伤害+181
21377	21377	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装178激活：命中+182闪避+182暴击+182韧性+182暴击伤害+182	1	时装178激活：命中+182闪避+182暴击+182韧性+182暴击伤害+182
21378	21378	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装179激活：命中+183闪避+183暴击+183韧性+183暴击伤害+183	1	时装179激活：命中+183闪避+183暴击+183韧性+183暴击伤害+183
21379	21379	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装180激活：命中+184闪避+184暴击+184韧性+184暴击伤害+184	1	时装180激活：命中+184闪避+184暴击+184韧性+184暴击伤害+184
21380	21380	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装181激活：命中+185闪避+185暴击+185韧性+185暴击伤害+185	1	时装181激活：命中+185闪避+185暴击+185韧性+185暴击伤害+185
21381	21381	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装182激活：命中+186闪避+186暴击+186韧性+186暴击伤害+186	1	时装182激活：命中+186闪避+186暴击+186韧性+186暴击伤害+186
21382	21382	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装183激活：命中+187闪避+187暴击+187韧性+187暴击伤害+187	1	时装183激活：命中+187闪避+187暴击+187韧性+187暴击伤害+187
21383	21383	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装184激活：命中+188闪避+188暴击+188韧性+188暴击伤害+188	1	时装184激活：命中+188闪避+188暴击+188韧性+188暴击伤害+188
21384	21384	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装185激活：命中+189闪避+189暴击+189韧性+189暴击伤害+189	1	时装185激活：命中+189闪避+189暴击+189韧性+189暴击伤害+189
21385	21385	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装186激活：命中+190闪避+190暴击+190韧性+190暴击伤害+190	1	时装186激活：命中+190闪避+190暴击+190韧性+190暴击伤害+190
21386	21386	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装187激活：命中+191闪避+191暴击+191韧性+191暴击伤害+191	1	时装187激活：命中+191闪避+191暴击+191韧性+191暴击伤害+191
21387	21387	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装188激活：命中+192闪避+192暴击+192韧性+192暴击伤害+192	1	时装188激活：命中+192闪避+192暴击+192韧性+192暴击伤害+192
21388	21388	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装189激活：命中+193闪避+193暴击+193韧性+193暴击伤害+193	1	时装189激活：命中+193闪避+193暴击+193韧性+193暴击伤害+193
21389	21389	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装190激活：命中+194闪避+194暴击+194韧性+194暴击伤害+194	1	时装190激活：命中+194闪避+194暴击+194韧性+194暴击伤害+194
21390	21390	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装191激活：命中+195闪避+195暴击+195韧性+195暴击伤害+195	1	时装191激活：命中+195闪避+195暴击+195韧性+195暴击伤害+195
21391	21391	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装192激活：命中+196闪避+196暴击+196韧性+196暴击伤害+196	1	时装192激活：命中+196闪避+196暴击+196韧性+196暴击伤害+196
21392	21392	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装193激活：命中+197闪避+197暴击+197韧性+197暴击伤害+197	1	时装193激活：命中+197闪避+197暴击+197韧性+197暴击伤害+197
21393	21393	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装194激活：命中+198闪避+198暴击+198韧性+198暴击伤害+198	1	时装194激活：命中+198闪避+198暴击+198韧性+198暴击伤害+198
21394	21394	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装195激活：命中+199闪避+199暴击+199韧性+199暴击伤害+199	1	时装195激活：命中+199闪避+199暴击+199韧性+199暴击伤害+199
21395	21395	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装196激活：命中+200闪避+200暴击+200韧性+200暴击伤害+200	1	时装196激活：命中+200闪避+200暴击+200韧性+200暴击伤害+200
21396	21396	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装197激活：命中+201闪避+201暴击+201韧性+201暴击伤害+201	1	时装197激活：命中+201闪避+201暴击+201韧性+201暴击伤害+201
21397	21397	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装198激活：命中+202闪避+202暴击+202韧性+202暴击伤害+202	1	时装198激活：命中+202闪避+202暴击+202韧性+202暴击伤害+202
21398	21398	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装199激活：命中+203闪避+203暴击+203韧性+203暴击伤害+203	1	时装199激活：命中+203闪避+203暴击+203韧性+203暴击伤害+203
21399	21399	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装200激活：命中+204闪避+204暴击+204韧性+204暴击伤害+204	1	时装200激活：命中+204闪避+204暴击+204韧性+204暴击伤害+204
21400	21400	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装201激活：命中+205闪避+205暴击+205韧性+205暴击伤害+205	1	时装201激活：命中+205闪避+205暴击+205韧性+205暴击伤害+205
21401	21401	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装202激活：命中+206闪避+206暴击+206韧性+206暴击伤害+206	1	时装202激活：命中+206闪避+206暴击+206韧性+206暴击伤害+206
21402	21402	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装203激活：命中+207闪避+207暴击+207韧性+207暴击伤害+207	1	时装203激活：命中+207闪避+207暴击+207韧性+207暴击伤害+207
21403	21403	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装204激活：命中+208闪避+208暴击+208韧性+208暴击伤害+208	1	时装204激活：命中+208闪避+208暴击+208韧性+208暴击伤害+208
21404	21404	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装205激活：命中+209闪避+209暴击+209韧性+209暴击伤害+209	1	时装205激活：命中+209闪避+209暴击+209韧性+209暴击伤害+209
21405	21405	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装206激活：命中+210闪避+210暴击+210韧性+210暴击伤害+210	1	时装206激活：命中+210闪避+210暴击+210韧性+210暴击伤害+210
21406	21406	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装207激活：命中+211闪避+211暴击+211韧性+211暴击伤害+211	1	时装207激活：命中+211闪避+211暴击+211韧性+211暴击伤害+211
21407	21407	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装208激活：命中+212闪避+212暴击+212韧性+212暴击伤害+212	1	时装208激活：命中+212闪避+212暴击+212韧性+212暴击伤害+212
21408	21408	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装209激活：命中+213闪避+213暴击+213韧性+213暴击伤害+213	1	时装209激活：命中+213闪避+213暴击+213韧性+213暴击伤害+213
21409	21409	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装210激活：命中+214闪避+214暴击+214韧性+214暴击伤害+214	1	时装210激活：命中+214闪避+214暴击+214韧性+214暴击伤害+214
21410	21410	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装211激活：命中+215闪避+215暴击+215韧性+215暴击伤害+215	1	时装211激活：命中+215闪避+215暴击+215韧性+215暴击伤害+215
21411	21411	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装212激活：命中+216闪避+216暴击+216韧性+216暴击伤害+216	1	时装212激活：命中+216闪避+216暴击+216韧性+216暴击伤害+216
21412	21412	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装213激活：命中+217闪避+217暴击+217韧性+217暴击伤害+217	1	时装213激活：命中+217闪避+217暴击+217韧性+217暴击伤害+217
21413	21413	9	1	Han2_equip_shizhuang_2_2			人物身体前置点			人物头部绑定点	1	0	0	0						时装214激活：命中+218闪避+218暴击+218韧性+218暴击伤害+218	1	时装214激活：命中+218闪避+218暴击+218韧性+218暴击伤害+218
																							
																							
																							
																							
#	喇嘛																						
22060	22060	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22061	22061	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22062	22062	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22063	22063	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22064	22064	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22065	22065	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22066	22066	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22067	22067	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22068	22068	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22069	22069	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态萨满_白蟒蛊惑_01		人物身体受击点	0	1	1	0						移魂咒：恐惧	1	移魂咒：恐惧	
22070	22070	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少3%	1	大悲咒：受到伤害减少3%	
22071	22071	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少6%	1	大悲咒：受到伤害减少6%	
22072	22072	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少9%	1	大悲咒：受到伤害减少9%	
22073	22073	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少12%	1	大悲咒：受到伤害减少12%	
22074	22074	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少15%	1	大悲咒：受到伤害减少15%	
22075	22075	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少18%	1	大悲咒：受到伤害减少18%	
22076	22076	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少21%	1	大悲咒：受到伤害减少21%	
22077	22077	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少24%	1	大悲咒：受到伤害减少24%	
22078	22078	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少27%	1	大悲咒：受到伤害减少27%	
22079	22079	10	1	HAN2_Skill_Lama_1_5			人物身体前置点			人物身体受击点	0	1	0	0						大悲咒：受到伤害减少30%	1	大悲咒：受到伤害减少30%	
22080	22081	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性1点	1	浮屠咒：增加韧性1点	
22081	22083	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性2点	1	浮屠咒：增加韧性2点	
22082	22085	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性3点	1	浮屠咒：增加韧性3点	
22083	22087	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性4点	1	浮屠咒：增加韧性4点	
22084	22089	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性5点	1	浮屠咒：增加韧性5点	
22085	22091	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性6点	1	浮屠咒：增加韧性6点	
22086	22093	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性7点	1	浮屠咒：增加韧性7点	
22087	22095	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性8点	1	浮屠咒：增加韧性8点	
22088	22097	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性9点	1	浮屠咒：增加韧性9点	
22089	22099	10	1	HAN2_Skill_Lama_1_6			人物身体前置点			人物身体受击点	0	1	0	0						浮屠咒：增加韧性10点	1	浮屠咒：增加韧性10点	
22090	22090	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高10%，防御提高20点，魔法攻击提高40点，每秒恢复20点生命	1	金刚咒：变为群体攻击，基础生命上限提高10%，防御提高20点，魔法攻击提高40点，每秒恢复20点生命	
22091	22091	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高15%，防御提高40点，魔法攻击提高80点，每秒恢复40点生命	1	金刚咒：变为群体攻击，基础生命上限提高15%，防御提高40点，魔法攻击提高80点，每秒恢复40点生命	
22092	22092	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高20%，防御提高60点，魔法攻击提高120点，每秒恢复60点生命	1	金刚咒：变为群体攻击，基础生命上限提高20%，防御提高60点，魔法攻击提高120点，每秒恢复60点生命	
22093	22093	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高25%，防御提高80点，魔法攻击提高160点，每秒恢复80点生命	1	金刚咒：变为群体攻击，基础生命上限提高25%，防御提高80点，魔法攻击提高160点，每秒恢复80点生命	
22094	22094	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高30%，防御提高100点，魔法攻击提高200点，每秒恢复100点生命	1	金刚咒：变为群体攻击，基础生命上限提高30%，防御提高100点，魔法攻击提高200点，每秒恢复100点生命	
22095	22095	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高35%，防御提高120点，魔法攻击提高240点，每秒恢复120点生命	1	金刚咒：变为群体攻击，基础生命上限提高35%，防御提高120点，魔法攻击提高240点，每秒恢复120点生命	
22096	22096	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高40%，防御提高140点，魔法攻击提高280点，每秒恢复140点生命	1	金刚咒：变为群体攻击，基础生命上限提高40%，防御提高140点，魔法攻击提高280点，每秒恢复140点生命	
22097	22097	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高45%，防御提高160点，魔法攻击提高320点，每秒恢复160点生命	1	金刚咒：变为群体攻击，基础生命上限提高45%，防御提高160点，魔法攻击提高320点，每秒恢复160点生命	
22098	22098	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高50%，防御提高180点，魔法攻击提高360点，每秒恢复180点生命	1	金刚咒：变为群体攻击，基础生命上限提高50%，防御提高180点，魔法攻击提高360点，每秒恢复180点生命	
22099	22099	10	1	HAN2_Skill_Lama_1_7			人物身体前置点			人物身体受击点	0	1	0	0						金刚咒：变为群体攻击，基础生命上限提高55%，防御提高200点，魔法攻击提高400点，每秒恢复200点生命	1	金刚咒：变为群体攻击，基础生命上限提高55%，防御提高200点，魔法攻击提高400点，每秒恢复200点生命	
22140	22140	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击20点	1	戮噬咒:增加魔法攻击20点	
22141	22141	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击40点	1	戮噬咒:增加魔法攻击40点	
22142	22142	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击60点	1	戮噬咒:增加魔法攻击60点	
22143	22143	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击80点	1	戮噬咒:增加魔法攻击80点	
22144	22144	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击100点	1	戮噬咒:增加魔法攻击100点	
22145	22145	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击120点	1	戮噬咒:增加魔法攻击120点	
22146	22146	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击140点	1	戮噬咒:增加魔法攻击140点	
22147	22147	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击160点	1	戮噬咒:增加魔法攻击160点	
22148	22148	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击180点	1	戮噬咒:增加魔法攻击180点	
22149	22149	10	1	HAN2_Skill_Lama_1_11			人物身体前置点	状态喇嘛_攻击激励_01		人物身体受击点	0	1	0	0						戮噬咒:增加魔法攻击200点	1	戮噬咒:增加魔法攻击200点	
22150	22150	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22151	22151	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22152	22152	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22153	22153	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22154	22154	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22155	22155	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22156	22156	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22157	22157	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22158	22158	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22159	22159	10	1	HAN2_Skill_Lama_1_10			人物身体前置点	状态喇嘛_生灵激励_01		人物脚部绑定点	0	1	0	0						梵音咒：免疫大部分控制技能	1	梵音咒：免疫大部分控制技能	
22160	22160	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少3点	1	伏魔咒：韧性减少3点	
22161	22161	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少6点	1	伏魔咒：韧性减少6点	
22162	22162	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少9点	1	伏魔咒：韧性减少9点	
22163	22163	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少12点	1	伏魔咒：韧性减少12点	
22164	22164	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少15点	1	伏魔咒：韧性减少15点	
22165	22165	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少18点	1	伏魔咒：韧性减少18点	
22166	22166	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少21点	1	伏魔咒：韧性减少21点	
22167	22167	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少24点	1	伏魔咒：韧性减少24点	
22168	22168	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少27点	1	伏魔咒：韧性减少27点	
22169	22169	10	1	HAN2_Skill_Yinxiu_1_1			人物身体前置点	状态隐修士_虚弱诅咒_01		人物身体受击点	0	1	1	0						伏魔咒：韧性减少30点	1	伏魔咒：韧性减少30点	
22170	22170	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22171	22171	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22172	22172	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22173	22173	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22174	22174	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22175	22175	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22176	22176	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22177	22177	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22178	22178	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
22179	22179	10	1	HAN2_Skill_Lama_1_8			人物身体前置点	状态喇嘛_急兵咒_01		人物身体受击点	0	1	0	0						急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	1	急兵咒：召唤神兽无需聚气并且增加召唤兽暴击	
