NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	TEXT
1439	613	36	大都-[40级]大都·南	128	98	730	1	40	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都·西
1440	617	2	大都-[40级]泰山	168	145	730	1	40	x:0.9 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都·西
1441	618	4	大都-[40级]太行山	144	38	730	1	40	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都·西
1442	630	0	大都-[40级]码头	400	453	730	1	40	x:0.64 y:0.7	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	38	157	135	大都·西
1443	634	0	大都-[40级]大都·崔府	107	318	730	1	40	x:0.5 y:0.7	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	38	157	135	大都·西
1444	620	350	王国-[10级]中心广场	254.789841	116.728592	731	1	10	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	400	200	200	王国草原·塔塔尔
1445	621	398	王国草原-[10级]罕难河	141	56	731	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	400	200	200	王国草原·塔塔尔
1446	622	399	王国草原-[15级]乞颜部	97	150	731	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	400	200	200	王国草原·塔塔尔
1447	623	400	王国草原-[20级]塔塔尔	200	200	731	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	400	200	200	王国草原·塔塔尔
1448	625	401	王国草原-[25级]克烈部	181	173	731	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	400	200	200	王国草原·塔塔尔
1449	624	402	王国草原-[30级]乃蛮部	80	131	731	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	400	200	200	王国草原·塔塔尔
1450	626	403	王国草原-[35级]居庸关外	133	127	731	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	400	200	200	王国草原·塔塔尔
1451	620	350	王国-[10级]中心广场	254.789841	116.728592	732	1	10	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	402	80	131	王国草原·乃蛮部
1452	621	398	王国草原-[10级]罕难河	141	56	732	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	402	80	131	王国草原·乃蛮部
1453	622	399	王国草原-[15级]乞颜部	97	150	732	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	402	80	131	王国草原·乃蛮部
1454	623	400	王国草原-[20级]塔塔尔	200	200	732	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	402	80	131	王国草原·乃蛮部
1455	625	401	王国草原-[25级]克烈部	181	173	732	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	402	80	131	王国草原·乃蛮部
1456	624	402	王国草原-[30级]乃蛮部	80	131	732	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	402	80	131	王国草原·乃蛮部
1457	626	403	王国草原-[35级]居庸关外	133	127	732	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	402	80	131	王国草原·乃蛮部
1458	620	350	王国-[10级]中心广场	254.789841	116.728592	733	1	10	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	401	181	173	王国草原·克列部
1459	621	398	王国草原-[10级]罕难河	141	56	733	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	401	181	173	王国草原·克列部
1460	622	399	王国草原-[15级]乞颜部	97	150	733	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	401	181	173	王国草原·克列部
1461	623	400	王国草原-[20级]塔塔尔	200	200	733	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	401	181	173	王国草原·克列部
1462	625	401	王国草原-[25级]克烈部	181	173	733	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	401	181	173	王国草原·克列部
1463	624	402	王国草原-[30级]乃蛮部	80	131	733	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	401	181	173	王国草原·克列部
1464	626	403	王国草原-[35级]居庸关外	133	127	733	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	401	181	173	王国草原·克列部
1465	620	350	王国-[10级]中心广场	254.789841	116.728592	734	1	10	x:0.2 y:0.1	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	403	133	127	居庸关外
1466	621	398	王国草原-[10级]罕难河	141	56	734	1	1	x:0.5 y:0.3	0	-1	1514	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	403	133	127	居庸关外
1467	622	399	王国草原-[15级]乞颜部	97	150	734	1	1	x:0.5 y:0.5	0	-1	1515	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	403	133	127	居庸关外
1468	623	400	王国草原-[20级]塔塔尔	200	200	734	1	1	x:0.7 y:0.5	0	-1	1516	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	403	133	127	居庸关外
1469	625	401	王国草原-[25级]克烈部	181	173	734	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	403	133	127	居庸关外
1470	624	402	王国草原-[30级]乃蛮部	80	131	734	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	403	133	127	居庸关外
1471	626	403	王国草原-[35级]居庸关外	133	127	734	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	403	133	127	居庸关外
1472	641	350	王国-[10级]中心广场	254.789841	116.728592	735	1	10	x:0.5 y:0.3	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	254.789841	116.728592	王城·中心广场
1473	643	351	王城-[20级]边塞	299	193	735	1	1	x:0.5 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	350	254.789841	116.728592	王城·中心广场
1474	641	350	王国-[10级]中心广场	254.789841	116.728592	736	1	10	x:0.5 y:0.3	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	299	193	玉门关
1475	643	351	边塞-[20级]边塞	299	193	736	1	1	x:0.5 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	299	193	玉门关
1476	641	350	王国-[10级]中心广场	254.789841	116.728592	737	1	10	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	350	254.789841	116.728592	王城·中心广场
1477	644	15	威海港-[40级]威海港	117.5	114	737	1	40	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	350	254.789841	116.728592	王城·中心广场
1478	641	350	王国-[10级]中心广场	254.789841	116.728592	738	1	10	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1479	644	15	威海港-[40级]威海港	117.5	114	738	1	40	x:0.8 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
1480	642	0	大都-[40级]大都·中心城	255	224	739	1	40	x:0.8 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255	224	大都·中心城
1481	643	351	大都-[20级]边塞	299	193	739	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	0	255	224	大都·中心城
1482	642	0	大都-[40级]大都·中心城	255	224	740	1	40	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	299.5	193.5	玉门关
1483	643	351	边塞-[20级]边塞	299	193	740	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	299.5	193.5	玉门关
1484	644	15	威海港-[40级]威海港	117.5	114	741	1	40	x:0.8 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1485	643	351	威海港-[20级]边塞	299	193	741	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
1486	644	15	威海港-[40级]威海港	117.5	114	742	1	40	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	299.5	193.5	玉门关
1487	643	351	边塞-[20级]边塞	299	193	742	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	299.5	193.5	玉门关
1488	642	0	大都-[40级]大都·中心城	255	224	743	1	40	x:0.3 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255	224	大都·中心城
1489	644	15	威海港-[40级]威海港	117.5	114	743	1	40	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	255	224	大都·中心城
1490	642	0	大都-[40级]大都·中心城	255	224	744	1	40	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1491	644	15	威海港-[40级]威海港	117.5	114	744	1	40	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
1492	651	351	边塞-[20级]玉门关	299.5	193.5	745	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	351	299.5	193.5	玉门关
1493	652	351	边塞-[20级]河西走廊	380	305	746	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	380	305	河西走廊
1494	652	351	边塞-[20级]河西走廊	380	305	745	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	351	299.5	193.5	玉门关
1495	655	351	边塞-[20级]女真部	399	143	745	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	351	299.5	193.5	玉门关
1496	656	351	边塞-[20级]回鹘部	167	94	745	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	351	299.5	193.5	玉门关
1497	657	351	边塞-[20级]囚龙滩	164	376	745	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_13	351	299.5	193.5	玉门关
1498	658	351	边塞-[20级]关内	406	412	745	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_14	351	299.5	193.5	玉门关
1499	651	351	边塞-[20级]玉门关	299.5	193.5	746	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_15	351	380	305	河西走廊
1500	652	351	边塞-[20级]河西走廊	380	305	746	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_16	351	380	305	河西走廊
1501	655	351	边塞-[20级]女真部	399	143	746	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_17	351	380	305	河西走廊
1502	656	351	边塞-[20级]回鹘部	167	94	746	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_18	351	380	305	河西走廊
1503	657	351	边塞-[20级]囚龙滩	164	376	746	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_19	351	380	305	河西走廊
1504	658	351	边塞-[20级]关内	406	412	746	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_20	351	380	305	河西走廊
1505	651	351	边塞-[20级]玉门关	299.5	193.5	765	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_21	351	402.410095	150.153351	女真部
1506	652	351	边塞-[20级]河西走廊	380	305	765	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_22	351	402.410095	150.153351	女真部
1507	655	351	边塞-[20级]女真部	399	143	765	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_23	351	402.410095	150.153351	女真部
1508	656	351	边塞-[20级]回鹘部	167	94	765	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_24	351	402.410095	150.153351	女真部
1509	657	351	边塞-[20级]囚龙滩	164	376	765	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_25	351	402.410095	150.153351	女真部
1510	658	351	边塞-[20级]关内	406	412	765	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_26	351	402.410095	150.153351	女真部
1511	651	351	边塞-[20级]玉门关	299.5	193.5	766	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_27	351	159.142029	93.689423	回鹘部
1512	652	351	边塞-[20级]河西走廊	380	305	766	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_28	351	159.142029	93.689423	回鹘部
1513	655	351	边塞-[20级]女真部	399	143	766	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_29	351	159.142029	93.689423	回鹘部
1514	656	351	边塞-[20级]回鹘部	167	94	766	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_30	351	159.142029	93.689423	回鹘部
1515	657	351	边塞-[20级]囚龙滩	164	376	766	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_31	351	159.142029	93.689423	回鹘部
1516	658	351	边塞-[20级]关内	406	412	766	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_32	351	159.142029	93.689423	回鹘部
1517	651	351	边塞-[20级]玉门关	299.5	193.5	767	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_33	351	164.21138	384.660217	囚龙滩
1518	652	351	边塞-[20级]河西走廊	380	305	767	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_34	351	164.21138	384.660217	囚龙滩
1519	655	351	边塞-[20级]女真部	399	143	767	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_35	351	164.21138	384.660217	囚龙滩
1520	656	351	边塞-[20级]回鹘部	167	94	767	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_36	351	164.21138	384.660217	囚龙滩
1521	657	351	边塞-[20级]囚龙滩	164	376	767	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_37	351	164.21138	384.660217	囚龙滩
1522	658	351	边塞-[20级]关内	406	412	767	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	351	164.21138	384.660217	囚龙滩
1523	651	351	边塞-[20级]玉门关	299.5	193.5	768	1	20	x:0.5 y:0.5	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_39	351	406	412	关内
1524	652	351	边塞-[20级]河西走廊	380	305	768	1	20	x:0.7 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_40	351	406	412	关内
1525	655	351	边塞-[20级]女真部	399	143	768	1	20	x:0.82 y:0.22	0	-1	1525	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_41	351	406	412	关内
1526	656	351	边塞-[20级]回鹘部	167	94	768	1	20	x:0.3 y:0.2	0	-1	1526	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_42	351	406	412	关内
1527	657	351	边塞-[20级]囚龙滩	164	376	768	1	20	x:0.3 y:0.78	0	-1	1527	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_43	351	406	412	关内
1528	658	351	边塞-[20级]关内	406	412	768	1	20	x:0.8 y:0.7	0	-1	1528	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_44	351	406	412	关内
1529	660	350	王国-[10级]中心广场	255	115	770	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	254.789841	116.728592	王城·中心广场
1530	661	350	王国-[10级]灵宝村	59	119	770	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	254.789841	116.728592	王城·中心广场
1531	662	350	王国-[10级]铁骑镇	465.202545	42.779842	770	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	254.789841	116.728592	王城·中心广场
1532	663	350	王国-[10级]月牙湾	116	341	770	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	254.789841	116.728592	王城·中心广场
1533	664	350	王国-[10级]瀚月关	344	412	770	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	254.789841	116.728592	王城·中心广场
1534	665	350	王国-[10级]南城关隘	211	275	770	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	254.789841	116.728592	王城·中心广场
1535	666	350	王国-[10级]圣山遗迹	456	319	770	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	254.789841	116.728592	王城·中心广场
1536	660	350	王国-[10级]中心广场	255	115	771	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	59	119	灵宝村
1537	661	350	王国-[10级]灵宝村	59	119	771	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	59	119	灵宝村
1538	662	350	王国-[10级]铁骑镇	465.202545	42.779842	771	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	59	119	灵宝村
1539	663	350	王国-[10级]月牙湾	116	341	771	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	59	119	灵宝村
1540	664	350	王国-[10级]瀚月关	344	412	771	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	59	119	灵宝村
1541	665	350	王国-[10级]南城关隘	211	275	771	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	59	119	灵宝村
1542	666	350	王国-[10级]圣山遗迹	456	319	771	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	59	119	灵宝村
1543	660	350	王国-[10级]中心广场	255	115	772	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	465.202545	42.779842	铁骑镇
1544	661	350	王国-[10级]灵宝村	59	119	772	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	465.202545	42.779842	铁骑镇
1545	662	350	王国-[10级]铁骑镇	465.202545	42.779842	772	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	465.202545	42.779842	铁骑镇
1546	663	350	王国-[10级]月牙湾	116	341	772	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	465.202545	42.779842	铁骑镇
1547	664	350	王国-[10级]瀚月关	344	412	772	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	465.202545	42.779842	铁骑镇
1548	665	350	王国-[10级]南城关隘	211	275	772	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	465.202545	42.779842	铁骑镇
1549	666	350	王国-[10级]圣山遗迹	456	319	772	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	465.202545	42.779842	铁骑镇
1550	660	350	王国-[10级]中心广场	255	115	773	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	116	341	月牙湾
1551	661	350	王国-[10级]灵宝村	59	119	773	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	116	341	月牙湾
1552	662	350	王国-[10级]铁骑镇	465.202545	42.779842	773	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	116	341	月牙湾
1553	663	350	王国-[10级]月牙湾	116	341	773	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	116	341	月牙湾
1554	664	350	王国-[10级]瀚月关	344	412	773	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	116	341	月牙湾
1555	665	350	王国-[10级]南城关隘	211	275	773	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	116	341	月牙湾
1556	666	350	王国-[10级]圣山遗迹	456	319	773	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	116	341	月牙湾
1557	660	350	王国-[10级]中心广场	255	115	774	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	344	412	瀚月关
1558	661	350	王国-[10级]灵宝村	59	119	774	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	344	412	瀚月关
1559	662	350	王国-[10级]铁骑镇	465.202545	42.779842	774	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	344	412	瀚月关
1560	663	350	王国-[10级]月牙湾	116	341	774	1	10	x:0.3 y:0.5	0	-1	1617	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	344	412	瀚月关
1561	664	350	王国-[10级]瀚月关	344	412	774	1	10	x:0.6 y:0.6	0	-1	1618	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	344	412	瀚月关
1562	665	350	王国-[10级]南城关隘	211	275	774	1	10	x:0.6 y:0.6	0	-1	1619	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	344	412	瀚月关
1563	666	350	王国-[10级]圣山遗迹	456	319	774	1	10	x:0.6 y:0.6	0	-1	1620	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	344	412	瀚月关
1564	660	350	王国-[10级]中心广场	255	115	775	1	10	x:0.5 y:0.1	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	211	275	南城关隘
1565	661	350	王国-[10级]灵宝村	59	119	775	1	10	x:0.1 y:0.15	0	-1	1615	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	211	275	南城关隘
1566	662	350	王国-[10级]铁骑镇	465.202545	42.779842	775	1	10	x:0.7 y:0.15	0	-1	1616	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_38	350	211	275	南城关隘
