NUM	NUM	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	CNC	NUM	TEXT	TEXT	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM
3762	1	1	1	良品火尾天狐	106	火尾天狐	80	-1	-1	0	1	普通宝宝	10000	3762|3763|3764	7000|1500|1500	3765	1	60000	20000	76	83	76	83	76	83	76	83	219	230	219	230	219	230	219	230	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3763	1	1	1	珍品火尾天狐	106	火尾天狐	80	-1	-1	0	1	优秀宝宝	10000	3762|3763|3764	7000|1500|1500	3765	1	60000	20000	76	83	76	83	76	83	76	83	229	240	229	240	229	240	229	240	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3764	1	1	1	极品火尾天狐	106	火尾天狐	80	-1	-1	0	1	极品宝宝	10000	3762|3763|3764	7000|1500|1500	3765	1	60000	20000	76	83	76	83	76	83	76	83	239	250	239	250	239	250	239	250	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3765	1	1	1	二代变异火尾天狐	106	火尾天狐	80	-1	-1	1	1	变异宝宝	10000	3765	10000	3766	2	60000	20000	76	83	76	83	76	83	76	83	249	255	249	255	249	255	249	255	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3766	1	1	1	三代变异火尾天狐	106	火尾天狐	80	-1	-1	1	1	变异宝宝	10000	3766	10000	3767	3	60000	20000	76	83	76	83	76	83	76	83	254	260	254	260	254	260	254	260	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3767	1	1	1	四代变异火尾天狐	106	火尾天狐	80	-1	-1	1	1	变异宝宝	10000	3767	10000	3768	4	60000	20000	76	83	76	83	76	83	76	83	259	265	259	265	259	265	259	265	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3768	1	1	1	五代变异火尾天狐	106	火尾天狐	80	-1	-1	1	1	变异宝宝	10000	3768	10000	3769	5	60000	20000	76	83	76	83	76	83	76	83	264	270	264	270	264	270	264	270	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3769	1	1	1	六代变异火尾天狐	106	火尾天狐	80	-1	-1	1	1	变异宝宝	10000	3769	10000	3770	6	60000	20000	76	83	76	83	76	83	76	83	269	275	269	275	269	275	269	275	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3770	1	1	1	七代变异火尾天狐	106	火尾天狐	80	-1	-1	1	1	变异宝宝	10000	3770	10000	6087	7	60000	20000	76	83	76	83	76	83	76	83	274	280	274	280	274	280	274	280	5	11	3	5	27	48	5	1000	467	10000	11001	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11100|11110|11120|-1	250|250|250|9250	11400|11420|11440|11610	2500|2500|2500|2500	12000|11800|11810|11820|12010|12020|-1	500|500|500|500|500|500|7000	12400|12410|12600|12610|-1	125|125|125|125|9500	12620|12630|12640|-1	1000|1000|1000|7000	12220|12230|12240|12250|12260|12270|-1	100|100|100|100|100|100|9400	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3771	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3772	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3773	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3774	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3775	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3776	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3777	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3778	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3779	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3780	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3781	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3782	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3783	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3784	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3785	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3786	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3787	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3788	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3789	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3790	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3791	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3792	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3793	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3794	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3795	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3796	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3797	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3798	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3799	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3800	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3801	30	0	0	玉兔	86	玉兔	30	-1	-1	0	1	白	10000	3802|3803|3804	5000|2500|2500	3805	1	60000	20000	49	49	49	49	49	49	49	49	130	130	130	130	130	130	130	130	5	11	3	5	27	48	5	1000	320	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610|-1	250|250|250|250|9000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3802	1	1	0	良品玉兔	86	玉兔	30	-1	-1	0	1	白	10000	3802|3803|3804	5000|2500|2500	3805	1	60000	20000	20	27	20	27	20	27	20	27	139	145	139	145	139	145	139	145	5	11	3	5	27	48	5	1000	320	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3803	1	1	0	珍品玉兔	86	玉兔	30	-1	-1	0	1	白	10000	3802|3803|3804	5000|2500|2500	3805	1	60000	20000	20	27	20	27	20	27	20	27	144	150	144	150	144	150	144	150	5	11	3	5	27	48	5	1000	320	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3804	1	1	0	极品玉兔	86	玉兔	30	-1	-1	0	1	白	10000	3802|3803|3804	5000|2500|2500	3805	1	60000	20000	20	27	20	27	20	27	20	27	149	155	149	155	149	155	149	155	5	11	3	5	27	48	5	1000	320	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3805	1	1	0	二代变异玉兔	86	玉兔	30	-1	-1	1	1	白	10000	3805	10000	3806	2	60000	20000	20	27	20	27	20	27	20	27	154	160	154	160	154	160	154	160	5	11	3	5	27	48	5	1000	321	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3806	1	1	0	三代变异玉兔	86	玉兔	30	-1	-1	1	1	白	10000	3806	10000	3807	3	60000	20000	20	27	20	27	20	27	20	27	159	165	159	165	159	165	159	165	5	11	3	5	27	48	5	1000	321	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3807	1	1	0	四代变异玉兔	86	玉兔	30	-1	-1	1	1	白	10000	3807	10000	3808	4	60000	20000	20	27	20	27	20	27	20	27	164	170	164	170	164	170	164	170	5	11	3	5	27	48	5	1000	321	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3808	1	1	0	五代变异玉兔	86	玉兔	30	-1	-1	1	1	白	10000	3808	10000	3809	5	60000	20000	20	27	20	27	20	27	20	27	169	175	169	175	169	175	169	175	5	11	3	5	27	48	5	1000	321	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3809	1	1	0	六代变异玉兔	86	玉兔	30	-1	-1	1	1	白	10000	3809	10000	3810	6	60000	20000	20	27	20	27	20	27	20	27	174	180	174	180	174	180	174	180	5	11	3	5	27	48	5	1000	321	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3810	1	1	0	七代变异玉兔	86	玉兔	30	-1	-1	1	1	白	10000	3810	10000	6088	7	60000	20000	20	27	20	27	20	27	20	27	179	185	179	185	179	185	179	185	5	11	3	5	27	48	5	1000	321	10000	11000	10000	11010|11020|11030|11040|11050	2000|2000|2000|2000|2000	11400|11420|11440|11610	2500|2500|2500|2500	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1
3811	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3812	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3813	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3814	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3815	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3816	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3817	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3818	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3819	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3820	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
3821	1	0	0	预留坐骑	1	马	1	-1	-1	0	1	黑	10000	2|3|4	3400|3300|3300	5	1	60000	20000	1	1	1	1	1	1	1	1	100	100	100	100	100	100	100	100	5	11	3	5	27	48	5	1000	1	10000	11000	10000	11050	10000	11640	10000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	416000
