NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	NUM	NUM	NUM	TEXT	NUM
2532	2532	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2533	2533	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2534	2534	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2535	2535	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2536	2536	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2537	2537	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2538	2538	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2539	2539	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2540	2540	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2541	2541	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2542	2542	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2543	2543	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2544	2544	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2545	2545	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2546	2546	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2547	2547	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2548	2548	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2549	2549	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2550	2550	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2551	2551	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2552	2552	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2553	2553	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2554	2554	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2555	2555	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2556	2556	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2557	2557	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2558	2558	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2559	2559	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2560	2560	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2561	2561	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2562	2562	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2563	2563	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2564	2564	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2565	2565	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2566	2566	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2567	2567	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2568	2568	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2569	2569	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2570	2570	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2571	2571	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2572	2572	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2573	2573	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2574	2574	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2575	2575	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2576	2576	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2577	2577	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2578	2578	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2579	2579	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2580	2580	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2581	2581	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2582	2582	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2583	2583	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2584	2584	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2585	2585	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2586	2586	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2587	2587	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2588	2588	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2589	2589	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2590	2590	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2591	2591	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2592	2592	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2593	2593	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2594	2594	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2595	2595	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2596	2596	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2597	2597	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2598	2598	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2599	2599	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2600	2600	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2601	2601	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2602	2602	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2603	2603	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2604	2604	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2605	2605	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2606	2606	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2607	2607	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2608	2608	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2609	2609	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2610	2610	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2611	2611	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2612	2612	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2613	2613	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2614	2614	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2615	2615	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2616	2616	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2617	2617	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2618	2618	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2619	2619	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2620	2620	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2621	2621	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2622	2622	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2623	2623	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2624	2624	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2625	2625	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2626	2626	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2627	2627	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2628	2628	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2629	2629	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2630	2630	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2631	2631	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2632	2632	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
2633	2633	跨服双人战场	256	256	zhanchang_shuangrenzhanchang.scb	129	zhanchang_shuangrenzhanchangscene	590	394	590	418	Sign5	MiniMap_Icon2	Test02_Normal	MiniMap_Icon2	Test02_Hover	UI_Scene_Logo	7	4	0	1|2|3	1
