NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	CNC	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	NUM	NUM	NUM	NUM
24752	2级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	11																		78	STD_IMPACT_003	1	24752	24752	24752	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24753	3级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	16																		78	STD_IMPACT_003	1	24753	24753	24753	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24754	4级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	21																		78	STD_IMPACT_003	1	24754	24754	24754	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24755	5级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	26																		78	STD_IMPACT_003	1	24755	24755	24755	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24756	1级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	7																		78	STD_IMPACT_003	1	24756	24756	24756	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24757	2级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	12																		78	STD_IMPACT_003	1	24757	24757	24757	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24758	3级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	18																		78	STD_IMPACT_003	1	24758	24758	24758	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24759	4级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	23																		78	STD_IMPACT_003	1	24759	24759	24759	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24760	5级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	29																		78	STD_IMPACT_003	1	24760	24760	24760	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24761	1级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	7																		78	STD_IMPACT_003	1	24761	24761	24761	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24762	2级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	13																		78	STD_IMPACT_003	1	24762	24762	24762	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24763	3级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	19																		78	STD_IMPACT_003	1	24763	24763	24763	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24764	4级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	25																		78	STD_IMPACT_003	1	24764	24764	24764	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24765	5级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	31																		78	STD_IMPACT_003	1	24765	24765	24765	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24766	1级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	8																		78	STD_IMPACT_003	1	24766	24766	24766	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24767	2级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	14																		78	STD_IMPACT_003	1	24767	24767	24767	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24768	3级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	21																		78	STD_IMPACT_003	1	24768	24768	24768	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24769	4级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	27																		78	STD_IMPACT_003	1	24769	24769	24769	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24770	5级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	34																		78	STD_IMPACT_003	1	24770	24770	24770	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24771	1级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	8																		78	STD_IMPACT_003	1	24771	24771	24771	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24772	2级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	15																		78	STD_IMPACT_003	1	24772	24772	24772	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24773	3级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	22																		78	STD_IMPACT_003	1	24773	24773	24773	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24774	4级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	29																		78	STD_IMPACT_003	1	24774	24774	24774	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24775	5级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	36																		78	STD_IMPACT_003	1	24775	24775	24775	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24776	1级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	9																		78	STD_IMPACT_003	1	24776	24776	24776	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24777	2级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	17																		78	STD_IMPACT_003	1	24777	24777	24777	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24778	3级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	24																		78	STD_IMPACT_003	1	24778	24778	24778	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24779	4级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	32																		78	STD_IMPACT_003	1	24779	24779	24779	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24780	5级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	39																		78	STD_IMPACT_003	1	24780	24780	24780	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24781	1级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	10																		78	STD_IMPACT_003	1	24781	24781	24781	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24782	2级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	18																		78	STD_IMPACT_003	1	24782	24782	24782	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24783	3级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	26																		78	STD_IMPACT_003	1	24783	24783	24783	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24784	4级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	34																		78	STD_IMPACT_003	1	24784	24784	24784	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24785	5级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	42																		78	STD_IMPACT_003	1	24785	24785	24785	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24786	1级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	10																		78	STD_IMPACT_003	1	24786	24786	24786	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24787	2级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	19																		78	STD_IMPACT_003	1	24787	24787	24787	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
24788	3级体力上限	//多倍经验百分比填50表示1.5倍经验，顶2个填50的buff表示双倍经验（最终结果不能为负）		//死亡掉落耐久百分比修正。例：默认死亡掉落耐久10%，填-6表示死亡掉落耐久4%（最终结果不能为负）		//死亡掉落坐骑生命数值修正。例：默认死亡坐骑生命减少10点，填-6表示死亡坐骑生命减少4点（最终结果不能为负）		//摆摊税率百分比修正。例：默认摆摊税率10%，填-6表示税率修正为4%（最终结果不能为负）		//活力自动增长百分比修正。例：默认活力每15分钟增加1点，填400表示每15分钟增加5点。（最终结果不能为负）		//增加活力上限				体力值上限修正	27																		78	STD_IMPACT_003	1	24788	24788	24788	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0				-1	
