NUM	TEXT	NUM	TEXT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT
703	神赐金牌套装	8	10384100~10385100|10444100~10445100|10209263~10209291|10239287~10239315|10249287~10249315|10259287~10259315|10269287~10269315|10279287~10279315	2	8	55	4	53	7	6	6	300	8	54	9								
704	神赐金牌套装	8	10394100~10395100|10454100~10455100|10209264~10209296|10239288~10239320|10249288~10249320|10259288~10259320|10269288~10269320|10279288~10279320	2	8	55	4	53	7	6	6	300	8	54	9								
705	神赐金牌套装	8	10404100~10405100|10464100~10465100|10209265~10209301|10239289~10239325|10249289~10249325|10259289~10259325|10269289~10269325|10279289~10279325	2	8	55	4	53	7	6	6	300	8	54	9								
706	天赐金牌套装	8	10359860~10359863~10359866~10359867~10359868~10354101~10355101|10419860~10419863~10419866~10419867~10419868~10414101~10415101|10207460~10207463~10209266~10209308|10237460~10237463~10239290~10239332|10249290~10249332~10249684~10249690~10249696~10249702~10249708~10249714~10249720~10249726~10249732~10249738~10249744~10249750~10249687~10249693~10249699~10249705~10249711~10249717~10249723~10249729~10249735~10249741~10249747~10249753~10249756~10249759~10249762~10249765~10249768~10249771|10257460~10257463~10259290~10259332|10267460~10267463~10269290~10269332|10277460~10277463~10279290~10279332	2	8	72	4	53	10	6	22	2000	8	54	12								
707	天赐金牌套装	8	10369860~10369863~10369866~10369867~10369868~10364101~10365101|10429860~10429863~10429866~10429867~10429868~10424101~10425101|10207470~10207473~10209267~10209309|10237470~10237473~10239291~10239333|10249291~10249333~10249684~10249690~10249696~10249702~10249708~10249714~10249720~10249726~10249732~10249738~10249744~10249750~10249687~10249693~10249699~10249705~10249711~10249717~10249723~10249729~10249735~10249741~10249747~10249753~10249756~10249759~10249762~10249765~10249768~10249771|10257470~10257473~10259291~10259333|10267470~10267473~10269291~10269333|10277470~10277473~10279291~10279333	2	8	72	4	53	10	6	22	2000	8	54	12								
708	天赐金牌套装	8	10379860~10379863~10379866~10379867~10379868~10374101~10375101|10439860~10439863~10439866~10439867~10439868~10434101~10435101|10207480~10207483~10209268~10209310|10237480~10237483~10239292~10239334|10249292~10249334~10249684~10249690~10249696~10249702~10249708~10249714~10249720~10249726~10249732~10249738~10249744~10249750~10249687~10249693~10249699~10249705~10249711~10249717~10249723~10249729~10249735~10249741~10249747~10249753~10249756~10249759~10249762~10249765~10249768~10249771|10257480~10257483~10259292~10259334|10267480~10267483~10269292~10269334|10277480~10277483~10279292~10279334	2	8	72	4	53	10	6	22	2000	8	54	12								
709	天赐金牌套装	8	10389860~10389863~10389866~10389867~10389868~10384101~10385101|10449860~10449863~10449866~10449867~10449868~10444101~10445101|10207490~10207493~10209269~10209311|10237490~10237493~10239293~10239335|10249293~10249335~10249684~10249690~10249696~10249702~10249708~10249714~10249720~10249726~10249732~10249738~10249744~10249750~10249687~10249693~10249699~10249705~10249711~10249717~10249723~10249729~10249735~10249741~10249747~10249753~10249756~10249759~10249762~10249765~10249768~10249771|10257490~10257493~10259293~10259335|10267490~10267493~10269293~10269335|10277490~10277493~10279293~10279335	2	8	72	4	53	10	6	22	2000	8	54	12								
710	天赐金牌套装	8	10399860~10399863~10399866~10399867~10399868~10394101~10395101|104599860~10459863~10459866~10459867~10459868~10454101~10455101|10207500~10207503~10209270~10209312|10237500~10237503~10239294~10239336|10249294~10249336~10249684~10249690~10249696~10249702~10249708~10249714~10249720~10249726~10249732~10249738~10249744~10249750~10249687~10249693~10249699~10249705~10249711~10249717~10249723~10249729~10249735~10249741~10249747~10249753~10249756~10249759~10249762~10249765~10249768~10249771|10257500~10257503~10259294~10259336|10267500~10267503~10269294~10269336|10277500~10277503~10279294~10279336	2	8	72	4	53	10	6	22	2000	8	54	12								
711	天赐金牌套装	8	10409860~10409863~10409866~10409867~10409868~10404101~10405101|10469860~10469863~10469866~10469867~10469868~10464101~10465101|10207510~10207513~10209271~10209313|10237510~10237513~10239295~10239337|10249295~10249337~10249684~10249690~10249696~10249702~10249708~10249714~10249720~10249726~10249732~10249738~10249744~10249750~10249687~10249693~10249699~10249705~10249711~10249717~10249723~10249729~10249735~10249741~10249747~10249753~10249756~10249759~10249762~10249765~10249768~10249771|10257510~10257513~10259295~10259337|10267510~10267513~10269295~10269337|10277510~10277513~10279295~10279337	2	8	72	4	53	10	6	22	2000	8	54	12								
712	神龙掌门套装	8	10354200~10355200|10414200~10415200|10209254~10209275|10239278~10239299|10249278~10249299|10259278~10259299|10269278~10269299|10279278~10279299	2	8	55	4	50	7	6	12	120	8	22	1500								
713	神龙掌门套装	8	10364200~10365200|10424200~10425200|10209255~10209280|10239279~10239304|10249279~10249303|10259279~10259304|10269279~10269304|10279279~10279304	2	8	55	4	50	7	6	12	120	8	22	1500								
714	神龙掌门套装	8	10374200~10375200|10434200~10435200|10209256~10209285|10239280~10239309|10249280~10249309|10259280~10259309|10269280~10269309|10279280~10279309	2	8	55	4	50	7	6	14	120	8	22	1500								
715	神龙掌门套装	8	10384200~10385200|10444200~10445200|10209257~10209290|10239281~10239314|10249281~10249314|10259281~10259314|10269281~10269314|10279281~10279314	2	8	55	4	50	7	6	14	120	8	22	1500								
716	神龙掌门套装	8	10394200~10395200|10454200~10455200|10209258~10209295|10239282~10239319|10249282~10249319|10259282~10259319|10269282~10269319|10279282~10279319	2	8	55	4	50	7	6	10	120	8	22	1500								
717	神龙掌门套装	8	10404200~10405200|10464200~10465200|10209259~10209300|10239283~10239324|10249283~10249324|10259283~10259324|10269283~10269324|10279283~10279324	2	8	55	4	50	7	6	10	120	8	22	1500								
718	冥传君主套装	8	10354403~10355403|10414403~10415403|10209344~10209380|10239368~10239404|10249368~10249404|10259368~10259404|10269368~10269404|10279368~10279404	2	8	85	4	53	10	6	97	45	8	54	10								
719	冥传君主套装	8	10364403~10365403|10424403~10425403|10209345~10209381|10239369~10239405|10249369~10249405|10259369~10259405|10269369~10269405|10279369~10279405	2	8	85	4	53	10	6	97	45	8	54	10								
720	冥传君主套装	8	10374403~10375403|10434403~10435403|10209346~10209382|10239370~10239406|10249370~10249406|10259370~10259406|10269370~10269406|10279370~10279406	2	8	85	4	53	10	6	97	45	8	54	10								
721	冥传君主套装	8	10384403~10385403|10444403~10445403|10209347~10209383|10239371~10239407|10249371~10249407|10259371~10259407|10269371~10269407|10279371~10279407	2	8	85	4	53	10	6	97	45	8	54	10								
722	冥传君主套装	8	10394403~10395403|10454403~10455403|10209348~10209384|10239372~10239408|10249372~10249408|10259372~10259408|10269372~10269408|10279372~10279408	2	8	85	4	53	10	6	97	45	8	54	10								
723	冥传君主套装	8	10404403~10405403|10464403~10465403|10209349~10209385|10239373~10239409|10249373~10249409|10259373~10259409|10269373~10269409|10279373~10279409	2	8	85	4	53	10	6	97	45	8	54	10								
750	冥传君主套装	8	10019861~10019864~10019869~10019870~10019871~10019850~10019852|10079861~10079864~10079869~10079870~10079871~10077850~10077852|10207401~10207404~10209500~10209524|10237401~10237404~10239500~10239524|10249500~10249524~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257401~10257404~10259500~10259524|10267401~10267404~10269500~10269524|10277401~10277404~10279500~10279524	2	8	95	4	53	11	6	97	50	8	54	11								
751	冥传君主套装	8	10029861~10029864~10029869~10029870~10029871~10028850~10028852|10089861~10089864~10089869~10089870~10089871~10087850~10087852|10207411~10207414~10209501~10209525|10237411~10237414~10239501~10239525|10249501~10249525~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257411~10257414~10259501~10259525|10267411~10267414~10269501~10269525|10277411~10277414~10279501~10279525	2	8	95	4	53	11	6	97	50	8	54	11								
752	冥传君主套装	8	10039861~10039864~10039869~10039870~10039871~10038850~10038852|10099861~10099864~10099869~10099870~10099871~10097850~10097852|10207421~10207424~10209502~10209526|10237421~10237424~10239502~10239526|10249502~10249526~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257421~10257424~10259502~10259526|10267421~10267424~10269502~10269526|10277421~10277424~10279502~10279526	2	8	95	4	53	11	6	97	50	8	54	11								
753	冥传君主套装	8	10049861~10049864~10049869~10049870~10049871~10048850~10048852|10109861~10109864~10109869~10109870~10109871~10107850~10107852|10207431~10207434~10209503~10209527|10237431~10237434~10239503~10239527|10249503~10249527~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257431~10257434~10259503~10259527|10267431~10267434~10269503~10269527|10277431~10277434~10279503~10279527	2	8	95	4	53	11	6	97	50	8	54	11								
754	冥传君主套装	8	10059861~10059864~10059869~10059870~10059871~10058850~10058852|10119861~10119864~10119869~10119870~10119871~10117850~10117852|10207441~10207444~10209504~10209528|10237441~10237444~10239504~10239528|10249504~10249528~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257441~10257444~10259504~10259528|10267441~10267444~10269504~10269528|10277441~10277444~10279504~10279528	2	8	95	4	53	11	6	97	50	8	54	11								
755	冥传君主套装	8	10069861~10069864~10069869~10069870~10069871~10068850~10068852|10129861~10129864~10129869~10129870~10129871~10127850~10127852|10207451~10207454~10209505~10209529|10237451~10237454~10239505~10239529|10249505~10249529~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257451~10257454~10259505~10259529|10267451~10267454~10269505~10269529|10277451~10277454~10279505~10279529	2	8	95	4	53	11	6	97	50	8	54	11								
756	冥传君主套装	8	10359861~10359864~10359869~10359870~10359871~10354005~10355005|10419861~10419864~10419869~10419870~10419871~10414005~10415005|10207461~10207464~10209506~10209530|10237461~10237464~10239506~10239530|10249506~10249530~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257461~10257464~10259506~10259530|10267461~10267464~10269506~10269530|10277461~10277464~10279506~10279530	2	8	95	4	53	11	6	97	50	8	54	11								
757	冥传君主套装	8	10369861~10369864~10369869~10369870~10369871~10364005~10365005|10429861~10429864~10429869~10429870~10429871~10424005~10425005|10207471~10207474~10209507~10209531|10237471~10237474~10239507~10239531|10249507~10249531~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257471~10257474~10259507~10259531|10267471~10267474~10269507~10269531|10277471~10277474~10279507~10279531	2	8	95	4	53	11	6	97	50	8	54	11								
758	冥传君主套装	8	10379861~10379864~10379869~10379870~10379871~10374005~10375005|10439861~10439864~10439869~10439870~10439871~10434005~10435005|10207481~10207484~10209508~10209532|10237481~10237484~10239508~10239532|10249508~10249532~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257481~10257484~10259508~10259532|10267481~10267484~10269508~10269532|10277481~10277484~10279508~10279532	2	8	95	4	53	11	6	97	50	8	54	11								
759	冥传君主套装	8	10389861~10389864~10389869~10389870~10389871~10384005~10385005|10449861~10449864~10449869~10449870~10449871~10444005~10445005|10207491~10207494~10209509~10209533|10237491~10237494~10239509~10239533|10249509~10249533~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257491~10257494~10259509~10259533|10267491~10267494~10269509~10269533|10277491~10277494~10279509~10279533	2	8	95	4	53	11	6	97	50	8	54	11								
760	冥传君主套装	8	10399861~10399864~10399869~10399870~10399871~10394005~10395005|10459861~10459864~10459869~10459870~10459871~10454005~10455005|10207501~10207504~10209510~10209534|10237501~10237504~10239510~10239534|10249510~10249534~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257501~10257504~10259510~10259534|10267501~10267504~10269510~10269534|10277501~10277504~10279510~10279534	2	8	95	4	53	11	6	97	50	8	54	11								
761	冥传君主套装	8	10409861~10409864~10409869~10409870~10409871~10404005~10405005|10469861~10469864~10469869~10469870~10469871~10464005~10465005|10207511~10207514~10209511~10209535|10237511~10237514~10239511~10239535|10249511~10249535~10249685~10249691~10249697~10249703~10249709~10249715~10249721~10249727~10249733~10249739~10249745~10249751~10249688~10249694~10249700~10249706~10249712~10249718~10249724~10249730~10249736~10249742~10249748~10249754~10249757~10249760~10249763~10249766~10249769~10249772|10257511~10257514~10259511~10259535|10267511~10267514~10269511~10269535|10277511~10277514~10279511~10279535	2	8	95	4	53	11	6	97	50	8	54	11								
762	冥赐金牌套装	8	10019851~10019853|10077851~10077853|10209512~10209536|10239512~10239536|10249512~10249536|10259512~10259536|10269512~10269536|10279512~10279536	2	8	86	4	53	12	6	22	5400	8	54	14								
763	冥赐金牌套装	8	10028851~10028853|10087851~10087853|10209513~10209537|10239513~10239537|10249513~10249537|10259513~10259537|10269513~10269537|10279513~10279537	2	8	86	4	53	12	6	22	5400	8	54	14								
764	冥赐金牌套装	8	10038851~10038853|10097851~10097853|10209514~10209538|10239514~10239538|10249514~10249538|10259514~10259538|10269514~10269538|10279514~10279538	2	8	86	4	53	12	6	22	5400	8	54	14								
765	冥赐金牌套装	8	10048851~10048853|10107851~10107853|10209515~10209539|10239515~10239539|10249515~10249539|10259515~10259539|10269515~10269539|10279515~10279539	2	8	86	4	53	12	6	22	5400	8	54	14								
766	冥赐金牌套装	8	10058851~10058853|10117851~10117853|10209516~10209540|10239516~10239540|10249516~10249540|10259516~10259540|10269516~10269540|10279516~10279540	2	8	86	4	53	12	6	22	5400	8	54	14								
767	冥赐金牌套装	8	10068851~10068853|10127851~10127853|10209517~10209541|10239517~10239541|10249517~10249541|10259517~10259541|10269517~10269541|10279517~10279541	2	8	86	4	53	12	6	22	5400	8	54	14								
768	冥赐金牌套装	8	10354102~10355102|10414102~10415102|10209518~10209542|10239518~10239542|10249518~10249542|10259518~10259542|10269518~10269542|10279518~10279542	2	8	86	4	53	12	6	22	5400	8	54	14								
769	冥赐金牌套装	8	10364102~10365102|10424102~10425102|10209519~10209543|10239519~10239543|10249519~10249543|10259519~10259543|10269519~10269543|10279519~10279543	2	8	86	4	53	12	6	22	5400	8	54	14								
770	冥赐金牌套装	8	10374102~10375102|10434102~10435102|10209520~10209544|10239520~10239544|10249520~10249544|10259520~10259544|10269520~10269544|10279520~10279544	2	8	86	4	53	12	6	22	5400	8	54	14								
771	冥赐金牌套装	8	10384102~10385102|10444102~10445102|10209521~10209545|10239521~10239545|10249521~10249545|10259521~10259545|10269521~10269545|10279521~10279545	2	8	86	4	53	12	6	22	5400	8	54	14								
772	冥赐金牌套装	8	10394102~10395102|10454102~10455102|10209522~10209546|10239522~10239546|10249522~10249546|10259522~10259546|10269522~10269546|10279522~10279546	2	8	86	4	53	12	6	22	5400	8	54	14								
773	冥赐金牌套装	8	10404102~10405102|10464102~10465102|10209523~10209547|10239523~10239547|10249523~10249547|10259523~10259547|10269523~10269547|10279523~10279547	2	8	86	4	53	12	6	22	5400	8	54	14								
774	阔亦田统帅套装	8	10019550|10077550|10207100|10237100|10247100|10257100|10267100|10277100	2	50	3	4	22	400	6	8	20	8	54	3								
775	阔亦田统帅套装	8	10028550|10087550|10207101|10237101|10247101|10257101|10267101|10277101	2	50	3	4	22	400	6	8	20	8	54	3								
776	阔亦田统帅套装	8	10038550|10097550|10207102|10237102|10247102|10257102|10267102|10277102	2	50	3	4	22	400	6	8	20	8	54	3								
777	阔亦田统帅套装	8	10048550|10107550|10207103|10237103|10247103|10257103|10267103|10277103	2	50	3	4	22	400	6	8	20	8	54	3								
778	阔亦田统帅套装	8	10058550|10117550|10207104|10237104|10247104|10257104|10267104|10277104	2	50	3	4	22	400	6	8	20	8	54	3								
779	阔亦田统帅套装	8	10068550|10127550|10207105|10237105|10247105|10257105|10267105|10277105	2	50	3	4	22	400	6	8	20	8	54	3								
780	阔亦田统帅套装	8	10352100|10412100|10207106|10237106|10247106|10257106|10267106|10277106	2	50	3	4	22	400	6	8	20	8	54	3								
781	阔亦田统帅套装	8	10362100|10422100|10207107|10237107|10247107|10257107|10267107|10277107	2	50	3	4	22	400	6	8	20	8	54	3								
782	阔亦田统帅套装	8	10372100|10432100|10207108|10237108|10247108|10257108|10267108|10277108	2	50	3	4	22	400	6	8	20	8	54	3								
783	阔亦田统帅套装	8	10382100|10442100|10207109|10237109|10247109|10257109|10267109|10277109	2	50	3	4	22	400	6	8	20	8	54	3								
784	阔亦田统帅套装	8	10392100|10452100|10207110|10237110|10247110|10257110|10267110|10277110	2	50	3	4	22	400	6	8	20	8	54	3								
785	阔亦田统帅套装	8	10402100|10462100|10207111|10237111|10247111|10257111|10267111|10277111	2	50	3	4	22	400	6	8	20	8	54	3								
786	十三翼统帅套装	8	10019551|10077551|10207200|10237200|10247200|10257200|10267200|10277200	2	50	5	4	22	1500	6	8	50	8	54	5								
787	十三翼统帅套装	8	10028551|10087551|10207201|10237201|10247201|10257201|10267201|10277201	2	50	5	4	22	1500	6	8	50	8	54	5								
788	十三翼统帅套装	8	10038551|10097551|10207202|10237202|10247202|10257202|10267202|10277202	2	50	5	4	22	1500	6	8	50	8	54	5								
789	十三翼统帅套装	8	10048551|10107551|10207203|10237203|10247203|10257203|10267203|10277203	2	50	5	4	22	1500	6	8	50	8	54	5								
790	十三翼统帅套装	8	10058551|10117551|10207204|10237204|10247204|10257204|10267204|10277204	2	50	5	4	22	1500	6	8	50	8	54	5								
791	十三翼统帅套装	8	10068551|10127551|10207205|10237205|10247205|10257205|10267205|10277205	2	50	5	4	22	1500	6	8	50	8	54	5								
792	十三翼统帅套装	8	10352101|10412101|10207206|10237206|10247206|10257206|10267206|10277206	2	50	5	4	22	1500	6	8	50	8	54	5								
793	十三翼统帅套装	8	10362101|10422101|10207207|10237207|10247207|10257207|10267207|10277207	2	50	5	4	22	1500	6	8	50	8	54	5								
794	十三翼统帅套装	8	10372101|10432101|10207208|10237208|10247208|10257208|10267208|10277208	2	50	5	4	22	1500	6	8	50	8	54	5								
795	十三翼统帅套装	8	10382101|10442101|10207209|10237209|10247209|10257209|10267209|10277209	2	50	5	4	22	1500	6	8	50	8	54	5								
796	十三翼统帅套装	8	10392101|10452101|10207210|10237210|10247210|10257210|10267210|10277210	2	50	5	4	22	1500	6	8	50	8	54	5								
797	十三翼统帅套装	8	10402101|10462101|10207211|10237211|10247211|10257211|10267211|10277211	2	50	5	4	22	1500	6	8	50	8	54	5								
798	高加索统帅套装	8	10019552|10077552|10207300|10237300|10247300|10257300|10267300|10277300	2	50	7	4	22	2400	6	8	70	8	54	7								
799	高加索统帅套装	8	10028552|10087552|10207301|10237301|10247301|10257301|10267301|10277301	2	50	7	4	22	2400	6	8	70	8	54	7								
800	高加索统帅套装	8	10038552|10097552|10207302|10237302|10247302|10257302|10267302|10277302	2	50	7	4	22	2400	6	8	70	8	54	7								
801	高加索统帅套装	8	10048552|10107552|10207303|10237303|10247303|10257303|10267303|10277303	2	50	7	4	22	2400	6	8	70	8	54	7								
802	高加索统帅套装	8	10058552|10117552|10207304|10237304|10247304|10257304|10267304|10277304	2	50	7	4	22	2400	6	8	70	8	54	7								
803	高加索统帅套装	8	10068552|10127552|10207305|10237305|10247305|10257305|10267305|10277305	2	50	7	4	22	2400	6	8	70	8	54	7								
804	高加索统帅套装	8	10352102|10412102|10207306|10237306|10247306|10257306|10267306|10277306	2	50	7	4	22	2400	6	8	70	8	54	7								
805	高加索统帅套装	8	10362102|10422102|10207307|10237307|10247307|10257307|10267307|10277307	2	50	7	4	22	2400	6	8	70	8	54	7								
806	高加索统帅套装	8	10372102|10432102|10207308|10237308|10247308|10257308|10267308|10277308	2	50	7	4	22	2400	6	8	70	8	54	7								
807	高加索统帅套装	8	10382102|10442102|10207309|10237309|10247309|10257309|10267309|10277309	2	50	7	4	22	2400	6	8	70	8	54	7								
808	高加索统帅套装	8	10392102|10452102|10207310|10237310|10247310|10257310|10267310|10277310	2	50	7	4	22	2400	6	8	70	8	54	7								
809	高加索统帅套装	8	10402102|10462102|10207311|10237311|10247311|10257311|10267311|10277311	2	50	7	4	22	2400	6	8	70	8	54	7								
810	冥龙掌门套装	8	10019854~10019857|10077854~10077857|10209600~10209612|10239600~10239612|10249600~10249612|10259600~10259612|10269600~10269612|10279600~10279612	2	12	75	4	53	11	6	22	8600	8	51	11								
811	冥龙掌门套装	8	10028854~10028857|10087854~10087857|10209601~10209613|10239601~10239613|10249601~10249613|10259601~10259613|10269601~10269613|10279601~10279613	2	12	75	4	53	11	6	22	8600	8	51	11								
812	冥龙掌门套装	8	10038854~10038857|10097854~10097857|10209602~10209614|10239602~10239614|10249602~10249614|10259602~10259614|10269602~10269614|10279602~10279614	2	14	75	4	53	11	6	22	8600	8	51	11								
813	冥龙掌门套装	8	10048854~10048857|10107854~10107857|10209603~10209615|10239603~10239615|10249603~10249615|10259603~10259615|10269603~10269615|10279603~10279615	2	14	75	4	53	11	6	22	8600	8	51	11								
814	冥龙掌门套装	8	10058854~10058857|10117854~10117857|10209604~10209616|10239604~10239616|10249604~10249616|10259604~10259616|10269604~10269616|10279604~10279616	2	10	75	4	53	11	6	22	8600	8	51	11								
815	冥龙掌门套装	8	10068854~10068857|10127854~10127857|10209605~10209617|10239605~10239617|10249605~10249617|10259605~10259617|10269605~10269617|10279605~10279617	2	10	75	4	53	11	6	22	8600	8	51	11								
816	冥龙掌门套装	8	10354201~10355201|10414201~10415201|10209606~10209618|10239606~10239618|10249606~10249618|10259606~10259618|10269606~10269618|10279606~10279618	2	12	75	4	53	11	6	22	8600	8	51	11								
817	冥龙掌门套装	8	10364201~10365201|10424201~10425201|10209607~10209619|10239607~10239619|10249607~10249619|10259607~10259619|10269607~10269619|10279607~10279619	2	12	75	4	53	11	6	22	8600	8	51	11								
818	冥龙掌门套装	8	10374201~10375201|10434201~10435201|10209608~10209620|10239608~10239620|10249608~10249620|10259608~10259620|10269608~10269620|10279608~10279620	2	14	75	4	53	11	6	22	8600	8	51	11								
819	冥龙掌门套装	8	10384201~10385201|10444201~10445201|10209609~10209621|10239609~10239621|10249609~10249621|10259609~10259621|10269609~10269621|10279609~10279621	2	14	75	4	53	11	6	22	8600	8	51	11								
820	冥龙掌门套装	8	10394201~10395201|10454201~10455201|10209610~10209622|10239610~10239622|10249610~10249622|10259610~10259622|10269610~10269622|10279610~10279622	2	10	75	4	53	11	6	22	8600	8	51	11								
821	冥龙掌门套装	8	10404201~10405201|10464201~10465201|10209611~10209623|10239611~10239623|10249611~10249623|10259611~10259623|10269611~10269623|10279611~10279623	2	10	75	4	53	11	6	22	8600	8	51	11								
822	冥炎洪荒套装	8	10019855~10019858|10077855~10077858|10209630~10209642|10239630~10239642|10249630~10249642|10259630~10259642|10269630~10269642|10279630~10279642	2	12	75	4	50	11	6	97	50	8	54	11								
823	冥炎洪荒套装	8	10028855~10028858|10087855~10087858|10209631~10209643|10239631~10239643|10249631~10249643|10259631~10259643|10269631~10269643|10279631~10279643	2	12	75	4	50	11	6	97	50	8	54	11								
824	冥炎洪荒套装	8	10038855~10038858|10097855~10097858|10209632~10209644|10239632~10239644|10249632~10249644|10259632~10259644|10269632~10269644|10279632~10279644	2	14	75	4	50	11	6	97	50	8	54	11								
825	冥炎洪荒套装	8	10048855~10048858|10107855~10107858|10209633~10209645|10239633~10239645|10249633~10249645|10259633~10259645|10269633~10269645|10279633~10279645	2	14	75	4	50	11	6	97	50	8	54	11								
826	冥炎洪荒套装	8	10058855~10058858|10117855~10117858|10209634~10209646|10239634~10239646|10249634~10249646|10259634~10259646|10269634~10269646|10279634~10279646	2	10	75	4	50	11	6	97	50	8	54	11								
827	冥炎洪荒套装	8	10068855~10068858|10127855~10127858|10209635~10209647|10239635~10239647|10249635~10249647|10259635~10259647|10269635~10269647|10279635~10279647	2	10	75	4	50	11	6	97	50	8	54	11								
828	冥炎洪荒套装	8	10354202~10355202|10414202~10415202|10209636~10209648|10239636~10239648|10249636~10249648|10259636~10259648|10269636~10269648|10279636~10279648	2	12	75	4	50	11	6	97	50	8	54	11								
829	冥炎洪荒套装	8	10364202~10365202|10424202~10425202|10209637~10209649|10239637~10239649|10249637~10249649|10259637~10259649|10269637~10269649|10279637~10279649	2	12	75	4	50	11	6	97	50	8	54	11								
830	冥炎洪荒套装	8	10374202~10375202|10434202~10435202|10209638~10209650|10239638~10239650|10249638~10249650|10259638~10259650|10269638~10269650|10279638~10279650	2	14	75	4	50	11	6	97	50	8	54	11								
831	冥炎洪荒套装	8	10384202~10385202|10444202~10445202|10209639~10209651|10239639~10239651|10249639~10249651|10259639~10259651|10269639~10269651|10279639~10279651	2	14	75	4	50	11	6	97	50	8	54	11								
832	冥炎洪荒套装	8	10394202~10395202|10454202~10455202|10209640~10209652|10239640~10239652|10249640~10249652|10259640~10259652|10269640~10269652|10279640~10279652	2	10	75	4	50	11	6	97	50	8	54	11								
833	冥炎洪荒套装	8	10404202~10405202|10464202~10465202|10209641~10209653|10239641~10239653|10249641~10249653|10259641~10259653|10269641~10269653|10279641~10279653	2	10	75	4	50	11	6	97	50	8	54	11								
834	冥魂可汗套装	8	10019856~10019859|10077856~10077859|10209660~10209672|10239660~10239672|10249660~10249672|10259660~10259672|10269660~10269672|10279660~10279672	2	12	75	4	50	11	6	51	11	8	54	11								
835	冥魂可汗套装	8	10028856~10028859|10087856~10087859|10209661~10209673|10239661~10239673|10249661~10249673|10259661~10259673|10269661~10269673|10279661~10279673	2	12	75	4	50	11	6	51	11	8	54	11								
836	冥魂可汗套装	8	10038856~10038859|10097856~10097859|10209662~10209674|10239662~10239674|10249662~10249674|10259662~10259674|10269662~10269674|10279662~10279674	2	14	75	4	50	11	6	51	11	8	54	11								
837	冥魂可汗套装	8	10048856~10048859|10107856~10107859|10209663~10209675|10239663~10239675|10249663~10249675|10259663~10259675|10269663~10269675|10279663~10279675	2	14	75	4	50	11	6	51	11	8	54	11								
838	冥魂可汗套装	8	10058856~10058859|10117856~10117859|10209664~10209676|10239664~10239676|10249664~10249676|10259664~10259676|10269664~10269676|10279664~10279676	2	10	75	4	50	11	6	51	11	8	54	11								
