NUM	NUM	NUM	NUM	NUM	NUM	TEXT	TEXT	NUM	NUM	FLOAT	FLOAT	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM	NUM
30328	700032	5	399	125	129	×£¼Ò×¯ÏçÓÂ		42813	-1	102	148	4	9	645	0	0	0	0	6	18	0	0
30329	700032	5	400	130	134	×£¼Ò×¯ÏçÓÂ		42814	-1	102	148	4	9	645	0	0	0	0	6	18	0	0
30330	700032	5	401	135	139	×£¼Ò×¯ÏçÓÂ		42815	-1	102	148	4	9	645	0	0	0	0	6	18	0	0
30331	700032	5	402	140	144	×£¼Ò×¯ÏçÓÂ		42816	-1	102	148	4	9	645	0	0	0	0	6	18	0	0
30332	700032	5	403	145	149	×£¼Ò×¯ÏçÓÂ		42817	-1	102	148	4	9	645	0	0	0	0	6	18	0	0
30333	700032	5	404	150	154	×£¼Ò×¯ÏçÓÂ		42818	-1	102	148	4	9	645	0	0	0	0	6	18	0	0
30334	700032	5	405	155	161	×£¼Ò×¯ÏçÓÂ		42819	-1	102	148	4	9	645	0	0	0	0	6	18	0	0
30335	700032	5	406	1	161	×£¼Ò×¯ÏçÓÂ		35155	-1	102	148	4	9	-1	0	0	0	1	6	18	0	0
30336	700032	5	407	1	161	×£¼Ò×¯ÏçÓÂ		35655	-1	102	148	4	9	645	0	0	0	2	6	18	0	0
30337	700032	5	408	60	64	×£¼Ò×¯ÏçÓÂ		42800	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30338	700032	5	409	65	69	×£¼Ò×¯ÏçÓÂ		42801	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30339	700032	5	410	70	74	×£¼Ò×¯ÏçÓÂ		42802	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30340	700032	5	411	75	79	×£¼Ò×¯ÏçÓÂ		42803	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30341	700032	5	412	80	84	×£¼Ò×¯ÏçÓÂ		42804	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30342	700032	5	413	85	89	×£¼Ò×¯ÏçÓÂ		42805	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30343	700032	5	414	90	94	×£¼Ò×¯ÏçÓÂ		42806	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30344	700032	5	415	95	99	×£¼Ò×¯ÏçÓÂ		42807	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30345	700032	5	416	100	104	×£¼Ò×¯ÏçÓÂ		42808	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30346	700032	5	417	105	109	×£¼Ò×¯ÏçÓÂ		42809	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30347	700032	5	418	110	114	×£¼Ò×¯ÏçÓÂ		42810	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30348	700032	5	419	115	119	×£¼Ò×¯ÏçÓÂ		42811	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30349	700032	5	420	120	124	×£¼Ò×¯ÏçÓÂ		42812	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30350	700032	5	421	125	129	×£¼Ò×¯ÏçÓÂ		42813	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30351	700032	5	422	130	134	×£¼Ò×¯ÏçÓÂ		42814	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30352	700032	5	423	135	139	×£¼Ò×¯ÏçÓÂ		42815	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30353	700032	5	424	140	144	×£¼Ò×¯ÏçÓÂ		42816	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30354	700032	5	425	145	149	×£¼Ò×¯ÏçÓÂ		42817	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30355	700032	5	426	150	154	×£¼Ò×¯ÏçÓÂ		42818	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30356	700032	5	427	155	161	×£¼Ò×¯ÏçÓÂ		42819	-1	172	160	4	9	646	0	0	0	0	6	18	0	0
30357	700032	5	428	1	161	×£¼Ò×¯ÏçÓÂ		35155	-1	172	160	4	9	-1	0	0	0	1	6	18	0	0
30358	700032	5	429	1	161	×£¼Ò×¯ÏçÓÂ		35655	-1	172	160	4	9	646	0	0	0	2	6	18	0	0
30359	700032	5	430	60	64	×£¼Ò×¯ÏçÓÂ		42800	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30360	700032	5	431	65	69	×£¼Ò×¯ÏçÓÂ		42801	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30361	700032	5	432	70	74	×£¼Ò×¯ÏçÓÂ		42802	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30362	700032	5	433	75	79	×£¼Ò×¯ÏçÓÂ		42803	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30363	700032	5	434	80	84	×£¼Ò×¯ÏçÓÂ		42804	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30364	700032	5	435	85	89	×£¼Ò×¯ÏçÓÂ		42805	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30365	700032	5	436	90	94	×£¼Ò×¯ÏçÓÂ		42806	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30366	700032	5	437	95	99	×£¼Ò×¯ÏçÓÂ		42807	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30367	700032	5	438	100	104	×£¼Ò×¯ÏçÓÂ		42808	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30368	700032	5	439	105	109	×£¼Ò×¯ÏçÓÂ		42809	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30369	700032	5	440	110	114	×£¼Ò×¯ÏçÓÂ		42810	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30370	700032	5	441	115	119	×£¼Ò×¯ÏçÓÂ		42811	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30371	700032	5	442	120	124	×£¼Ò×¯ÏçÓÂ		42812	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30372	700032	5	443	125	129	×£¼Ò×¯ÏçÓÂ		42813	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30373	700032	5	444	130	134	×£¼Ò×¯ÏçÓÂ		42814	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30374	700032	5	445	135	139	×£¼Ò×¯ÏçÓÂ		42815	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30375	700032	5	446	140	144	×£¼Ò×¯ÏçÓÂ		42816	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30376	700032	5	447	145	149	×£¼Ò×¯ÏçÓÂ		42817	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30377	700032	5	448	150	154	×£¼Ò×¯ÏçÓÂ		42818	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30378	700032	5	449	155	161	×£¼Ò×¯ÏçÓÂ		42819	-1	140	184	4	9	645	0	0	0	0	6	18	0	0
30379	700032	5	450	1	161	×£¼Ò×¯ÏçÓÂ		35155	-1	140	184	4	9	-1	0	0	0	1	6	18	0	0
30380	700032	5	451	1	161	×£¼Ò×¯ÏçÓÂ		35655	-1	140	184	4	9	645	0	0	0	2	6	18	0	0
30381	700032	5	452	60	64	×£¼Ò×¯ÏçÓÂ		42800	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30382	700032	5	453	65	69	×£¼Ò×¯ÏçÓÂ		42801	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30383	700032	5	454	70	74	×£¼Ò×¯ÏçÓÂ		42802	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30384	700032	5	455	75	79	×£¼Ò×¯ÏçÓÂ		42803	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30385	700032	5	456	80	84	×£¼Ò×¯ÏçÓÂ		42804	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30386	700032	5	457	85	89	×£¼Ò×¯ÏçÓÂ		42805	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30387	700032	5	458	90	94	×£¼Ò×¯ÏçÓÂ		42806	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30388	700032	5	459	95	99	×£¼Ò×¯ÏçÓÂ		42807	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30389	700032	5	460	100	104	×£¼Ò×¯ÏçÓÂ		42808	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30390	700032	5	461	105	109	×£¼Ò×¯ÏçÓÂ		42809	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30391	700032	5	462	110	114	×£¼Ò×¯ÏçÓÂ		42810	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30392	700032	5	463	115	119	×£¼Ò×¯ÏçÓÂ		42811	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30393	700032	5	464	120	124	×£¼Ò×¯ÏçÓÂ		42812	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30394	700032	5	465	125	129	×£¼Ò×¯ÏçÓÂ		42813	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30395	700032	5	466	130	134	×£¼Ò×¯ÏçÓÂ		42814	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30396	700032	5	467	135	139	×£¼Ò×¯ÏçÓÂ		42815	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30397	700032	5	468	140	144	×£¼Ò×¯ÏçÓÂ		42816	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30398	700032	5	469	145	149	×£¼Ò×¯ÏçÓÂ		42817	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30399	700032	5	470	150	154	×£¼Ò×¯ÏçÓÂ		42818	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30400	700032	5	471	155	161	×£¼Ò×¯ÏçÓÂ		42819	-1	174	190	4	9	646	0	0	0	0	6	18	0	0
30401	700032	5	472	1	161	×£¼Ò×¯ÏçÓÂ		35155	-1	174	190	4	9	-1	0	0	0	1	6	18	0	0
30402	700032	5	473	1	161	×£¼Ò×¯ÏçÓÂ		35655	-1	174	190	4	9	646	0	0	0	2	6	18	0	0
30403	700032	5	474	60	64	×£¼Ò×¯ÏçÓÂ		42800	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30404	700032	5	475	65	69	×£¼Ò×¯ÏçÓÂ		42801	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30405	700032	5	476	70	74	×£¼Ò×¯ÏçÓÂ		42802	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30406	700032	5	477	75	79	×£¼Ò×¯ÏçÓÂ		42803	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30407	700032	5	478	80	84	×£¼Ò×¯ÏçÓÂ		42804	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30408	700032	5	479	85	89	×£¼Ò×¯ÏçÓÂ		42805	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30409	700032	5	480	90	94	×£¼Ò×¯ÏçÓÂ		42806	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30410	700032	5	481	95	99	×£¼Ò×¯ÏçÓÂ		42807	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30411	700032	5	482	100	104	×£¼Ò×¯ÏçÓÂ		42808	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30412	700032	5	483	105	109	×£¼Ò×¯ÏçÓÂ		42809	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30413	700032	5	484	110	114	×£¼Ò×¯ÏçÓÂ		42810	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30414	700032	5	485	115	119	×£¼Ò×¯ÏçÓÂ		42811	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30415	700032	5	486	120	124	×£¼Ò×¯ÏçÓÂ		42812	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30416	700032	5	487	125	129	×£¼Ò×¯ÏçÓÂ		42813	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30417	700032	5	488	130	134	×£¼Ò×¯ÏçÓÂ		42814	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30418	700032	5	489	135	139	×£¼Ò×¯ÏçÓÂ		42815	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30419	700032	5	490	140	144	×£¼Ò×¯ÏçÓÂ		42816	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30420	700032	5	491	145	149	×£¼Ò×¯ÏçÓÂ		42817	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30421	700032	5	492	150	154	×£¼Ò×¯ÏçÓÂ		42818	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30422	700032	5	493	155	161	×£¼Ò×¯ÏçÓÂ		42819	-1	74	205	4	9	645	0	0	0	0	6	18	0	0
30423	700032	5	494	1	161	×£¼Ò×¯ÏçÓÂ		35155	-1	74	205	4	9	-1	0	0	0	1	6	18	0	0
30424	700032	5	495	1	161	×£¼Ò×¯ÏçÓÂ		35655	-1	74	205	4	9	645	0	0	0	2	6	18	0	0
30425	700032	6	496	60	64	×£¼Ò×¯ÏçÓÂ		42800	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30426	700032	6	497	65	69	×£¼Ò×¯ÏçÓÂ		42801	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30427	700032	6	498	70	74	×£¼Ò×¯ÏçÓÂ		42802	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30428	700032	6	499	75	79	×£¼Ò×¯ÏçÓÂ		42803	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30429	700032	6	500	80	84	×£¼Ò×¯ÏçÓÂ		42804	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30430	700032	6	501	85	89	×£¼Ò×¯ÏçÓÂ		42805	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30431	700032	6	502	90	94	×£¼Ò×¯ÏçÓÂ		42806	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30432	700032	6	503	95	99	×£¼Ò×¯ÏçÓÂ		42807	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30433	700032	6	504	100	104	×£¼Ò×¯ÏçÓÂ		42808	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30434	700032	6	505	105	109	×£¼Ò×¯ÏçÓÂ		42809	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30435	700032	6	506	110	114	×£¼Ò×¯ÏçÓÂ		42810	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30436	700032	6	507	115	119	×£¼Ò×¯ÏçÓÂ		42811	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30437	700032	6	508	120	124	×£¼Ò×¯ÏçÓÂ		42812	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30438	700032	6	509	125	129	×£¼Ò×¯ÏçÓÂ		42813	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30439	700032	6	510	130	134	×£¼Ò×¯ÏçÓÂ		42814	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30440	700032	6	511	135	139	×£¼Ò×¯ÏçÓÂ		42815	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30441	700032	6	512	140	144	×£¼Ò×¯ÏçÓÂ		42816	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30442	700032	6	513	145	149	×£¼Ò×¯ÏçÓÂ		42817	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30443	700032	6	514	150	154	×£¼Ò×¯ÏçÓÂ		42818	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30444	700032	6	515	155	161	×£¼Ò×¯ÏçÓÂ		42819	-1	0	0	0	9	645	0	0	0	0	0	18	0	0
30445	700032	6	516	1	161	×£¼Ò×¯ÏçÓÂ		35155	-1	0	0	0	9	-1	0	0	0	1	0	18	0	0
30446	700032	6	517	1	161	×£¼Ò×¯ÏçÓÂ		35655	-1	0	0	0	9	645	0	0	0	2	0	18	0	0
30447	700032	200	518	70	75	Ú¤Ö®É±Æ÷		57000	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30448	700032	200	519	75	80	Ú¤Ö®É±Æ÷		57001	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30449	700032	200	520	80	85	Ú¤Ö®É±Æ÷		57002	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30450	700032	200	521	85	90	Ú¤Ö®É±Æ÷		57003	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30451	700032	200	522	90	95	Ú¤Ö®É±Æ÷		57004	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30452	700032	200	523	95	100	Ú¤Ö®É±Æ÷		57005	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30453	700032	200	524	100	105	Ú¤Ö®É±Æ÷		57006	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30454	700032	200	525	105	110	Ú¤Ö®É±Æ÷		57007	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30455	700032	200	526	110	115	Ú¤Ö®É±Æ÷		57008	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30456	700032	200	527	115	120	Ú¤Ö®É±Æ÷		57009	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30457	700032	200	528	120	125	Ú¤Ö®É±Æ÷		57010	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30458	700032	200	529	125	130	Ú¤Ö®É±Æ÷		57011	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30459	700032	200	530	130	135	Ú¤Ö®É±Æ÷		57012	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30460	700032	200	531	135	140	Ú¤Ö®É±Æ÷		57013	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30461	700032	200	532	140	145	Ú¤Ö®É±Æ÷		57014	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30462	700032	200	533	145	150	Ú¤Ö®É±Æ÷		57015	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30463	700032	200	534	150	155	Ú¤Ö®É±Æ÷		57016	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30464	700032	200	535	155	160	Ú¤Ö®É±Æ÷		57017	-1	130	61	0	6	-1	1	1	1	0	0	9	-1	0
30465	700032	200	536	70	75	Ú¤Ö®É±Æ÷		57018	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30466	700032	200	537	75	80	Ú¤Ö®É±Æ÷		57019	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30467	700032	200	538	80	85	Ú¤Ö®É±Æ÷		57020	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30468	700032	200	539	85	90	Ú¤Ö®É±Æ÷		57021	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30469	700032	200	540	90	95	Ú¤Ö®É±Æ÷		57022	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30470	700032	200	541	95	100	Ú¤Ö®É±Æ÷		57023	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30471	700032	200	542	100	105	Ú¤Ö®É±Æ÷		57024	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30472	700032	200	543	105	110	Ú¤Ö®É±Æ÷		57025	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30473	700032	200	544	110	115	Ú¤Ö®É±Æ÷		57026	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30474	700032	200	545	115	120	Ú¤Ö®É±Æ÷		57027	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30475	700032	200	546	120	125	Ú¤Ö®É±Æ÷		57028	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30476	700032	200	547	125	130	Ú¤Ö®É±Æ÷		57029	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30477	700032	200	548	130	135	Ú¤Ö®É±Æ÷		57030	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30478	700032	200	549	135	140	Ú¤Ö®É±Æ÷		57031	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30479	700032	200	550	140	145	Ú¤Ö®É±Æ÷		57032	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30480	700032	200	551	145	150	Ú¤Ö®É±Æ÷		57033	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30481	700032	200	552	150	155	Ú¤Ö®É±Æ÷		57034	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30482	700032	200	553	155	160	Ú¤Ö®É±Æ÷		57035	-1	130	61	0	6	-1	1	1	0	0	0	9	-1	0
30483	700084	1	0	20	24	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32280	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30484	700084	1	1	25	29	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32281	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30485	700084	1	2	30	34	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32282	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30486	700084	1	3	35	39	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32283	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30487	700084	1	4	40	44	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32284	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30488	700084	1	5	45	49	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32285	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30489	700084	1	6	50	54	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32286	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30490	700084	1	7	55	59	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32287	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30491	700084	1	8	60	64	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32288	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30492	700084	1	9	65	69	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32289	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30493	700084	1	10	70	74	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32290	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30494	700084	1	11	75	79	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32291	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30495	700084	1	12	80	84	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32292	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30496	700084	1	13	85	89	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32293	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30497	700084	1	14	90	94	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32294	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30498	700084	1	15	95	99	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32295	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30499	700084	1	16	100	104	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32296	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30500	700084	1	17	105	109	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32297	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30501	700084	1	18	110	114	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32298	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30502	700084	1	19	115	119	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32299	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30503	700084	1	20	120	124	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32300	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30504	700084	1	21	125	129	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32301	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30505	700084	1	22	130	134	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32302	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30506	700084	1	23	135	139	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32303	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30507	700084	1	24	140	144	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32304	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30508	700084	1	25	145	149	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32305	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30509	700084	1	26	150	154	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32306	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30510	700084	1	27	155	161	ºúÉ³»¢	¸ê±ÚÖ®Íõ	32307	-1	64	205	0	18	511	0	0	0	0	1	90	-1	0
30511	700084	1	28	1	161	ºúÉ³»¢	¸ê±ÚÖ®Íõ	35040	-1	64	205	0	18	-1	0	0	0	1	1	90	-1	0
30512	700084	1	29	1	161	ÎÓË¼´ÌºÚ	¸ê±ÚÖ®Íõ	35625	-1	64	205	0	18	511	0	0	0	2	1	90	-1	0
30513	700084	4	30	20	24	½ðÍõÊÌÎÀ		32168	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30514	700084	4	31	25	29	½ðÍõÊÌÎÀ		32169	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30515	700084	4	32	30	34	½ðÍõÊÌÎÀ		32170	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30516	700084	4	33	35	39	½ðÍõÊÌÎÀ		32171	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30517	700084	4	34	40	44	½ðÍõÊÌÎÀ		32172	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30518	700084	4	35	45	49	½ðÍõÊÌÎÀ		32173	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30519	700084	4	36	50	54	½ðÍõÊÌÎÀ		32174	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30520	700084	4	37	55	59	½ðÍõÊÌÎÀ		32175	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30521	700084	4	38	60	64	½ðÍõÊÌÎÀ		32176	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30522	700084	4	39	65	69	½ðÍõÊÌÎÀ		32177	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30523	700084	4	40	70	74	½ðÍõÊÌÎÀ		32178	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30524	700084	4	41	75	79	½ðÍõÊÌÎÀ		32179	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30525	700084	4	42	80	84	½ðÍõÊÌÎÀ		32180	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30526	700084	4	43	85	89	½ðÍõÊÌÎÀ		32181	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30527	700084	4	44	90	94	½ðÍõÊÌÎÀ		32182	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30528	700084	4	45	95	99	½ðÍõÊÌÎÀ		32183	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30529	700084	4	46	100	104	½ðÍõÊÌÎÀ		32184	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30530	700084	4	47	105	109	½ðÍõÊÌÎÀ		32185	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30531	700084	4	48	110	114	½ðÍõÊÌÎÀ		32186	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30532	700084	4	49	115	119	½ðÍõÊÌÎÀ		32187	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30533	700084	4	50	120	124	½ðÍõÊÌÎÀ		32188	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
30534	700084	4	51	125	129	½ðÍõÊÌÎÀ		32189	-1	192	102	0	9	962	0	0	0	0	1	180	-1	0
