NUM	TEXT	NUM	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT	TEXT
59	颈	49151	12	50|51	12	50|51	12|50|51	-1	-1	-1	12	50|51	12	50|51	12|50|51	-1	-1	-1	14	50|51	14	50|51	14|50|51	-1	-1	-1	14	50|51	14	50|51	14|50|51	-1	-1	-1	10	50|51	10	50|51	10|50|51	-1	-1	-1	10	50|51	10	50|51	10|50|51	-1	-1	-1	12	50|51	12	50|51	12|50|51	-1	-1	-1	12	50|51	12	50|51	12|50|51	-1	-1	-1	14	50|51	14	50|51	14|50|51	-1	-1	-1	14	50|51	14	50|51	14|50|51	-1	-1	-1	10	50|51	10	50|51	10|50|51	-1	-1	-1	10	50|51	10	50|51	10|50|51	-1	-1	-1
60	肩	1	0|2|4|6	0|12|6	-1	-1	-1	-1	-1	-1	0|2|4|6	0|12|6	-1	-1	-1	-1	-1	-1	0|2|4|6	2|14|6	-1	-1	-1	-1	-1	-1	0|2|4|6	2|14|6	-1	-1	-1	-1	-1	-1	0|2|4|6	4|6|10	-1	-1	-1	-1	-1	-1	0|2|4|6	4|6|10	-1	-1	-1	-1	-1	-1	0|2|4|6	0|12|6	-1	-1	-1	-1	-1	-1	0|2|4|6	0|12|6	-1	-1	-1	-1	-1	-1	0|2|4|6	2|14|6	-1	-1	-1	-1	-1	-1	0|2|4|6	2|14|6	-1	-1	-1	-1	-1	-1	0|2|4|6	4|6|10	-1	-1	-1	-1	-1	-1	0|2|4|6	4|6|10	-1	-1	-1	-1	-1	-1
61	肩	5	0|2|4|6	0|12|6	12|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	-1	-1	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	-1	-1	-1	-1	-1
62	肩	11	0|2|4|6	0|12|6	12|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	-1	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	-1	-1	-1	-1
63	肩	23	0|2|4|6	0|12|6	12|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	53|54|97	-1	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	53|54|97	-1	-1	-1
64	肩	47	0|2|4|6	0|12|6	12|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	0|12|6	12|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	2|14|6	14|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1	0|2|4|6	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	-1	-1
65	肩	95	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
66	肩	191	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
67	肩	383	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
68	肩	767	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
69	肩	1535	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
70	肩	3071	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
71	肩	6143	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
72	肩	12287	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
73	肩	24575	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
74	肩	49151	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	0|6|12	0|6|12	12|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	2|6|14	2|6|14	14|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1	4|6|10	4|6|10	10|16|18|20	50|51|94	53|54|97	53|54|97	53|54|97	-1
75	躯干	1	0|6	16|18|20	-1	-1	-1	-1	-1	-1	0|6	16|18|20	-1	-1	-1	-1	-1	-1	2|6	16|18|20	-1	-1	-1	-1	-1	-1	2|6	16|18|20	-1	-1	-1	-1	-1	-1	4|6	16|18|20	-1	-1	-1	-1	-1	-1	4|6	16|18|20	-1	-1	-1	-1	-1	-1	0|6	16|18|20	-1	-1	-1	-1	-1	-1	0|6	16|18|20	-1	-1	-1	-1	-1	-1	2|6	16|18|20	-1	-1	-1	-1	-1	-1	2|6	16|18|20	-1	-1	-1	-1	-1	-1	4|6	16|18|20	-1	-1	-1	-1	-1	-1	4|6	16|18|20	-1	-1	-1	-1	-1	-1
76	躯干	5	0|6	0|6	16|18|20|54	-1	-1	-1	-1	-1	0|6	0|6	16|18|20|54	-1	-1	-1	-1	-1	2|6	2|6	16|18|20|54	-1	-1	-1	-1	-1	2|6	2|6	16|18|20|54	-1	-1	-1	-1	-1	4|6	4|6	16|18|20|54	-1	-1	-1	-1	-1	4|6	4|6	16|18|20|54	-1	-1	-1	-1	-1	0|6	0|6	16|18|20|54	-1	-1	-1	-1	-1	0|6	0|6	16|18|20|54	-1	-1	-1	-1	-1	2|6	2|6	16|18|20|54	-1	-1	-1	-1	-1	2|6	2|6	16|18|20|54	-1	-1	-1	-1	-1	4|6	4|6	16|18|20|54	-1	-1	-1	-1	-1	4|6	4|6	16|18|20|54	-1	-1	-1	-1	-1
77	躯干	11	0|6	0|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	-1	-1	-1	-1
78	躯干	23	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1
79	躯干	47	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1
80	躯干	95	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1
81	躯干	191	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1
82	躯干	383	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1
83	躯干	767	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1
84	躯干	1535	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	0|6	0|6	16|18|20|54	16|18|20|54	0|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	2|6	2|6	16|18|20|54	16|18|20|54	2|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1	4|6	4|6	16|18|20|54	16|18|20|54	4|6|16|18|20	-1	-1	-1
