NUM	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT	NUM	NUM	TEXT		
751	100000000	6	12031010	100000000	6	12031010|12031019|12031017	100000000	12	12030058|12030057|12030057|12030057|12030057|12030057|12030057|12030056|12030056|12030056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#清明节活动掉落																																
752	100000000	2	12031010|12031019|12031017	50000000	1	12031010|12031019|12031017	100000000	2	11990015	100000000	5	11030501|11030405|11020501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
753	100000000	6	12031010|12031019|12031017	100000000	6	12031010|12031019|12031017	50000000	1	12030013|12031037	100000000	2	11990015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#篝火节活动掉落																																
754	100000000	2	12110210	50000000	3	12110210	100000000	5	11030501|11030405|11020501	50000000	3	11000202	50000000	1	11000207	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
755	100000000	10	12110210	50000000	5	12110210	20000000	1	11000300	100000000	10	11030501|11030405|11020501	100000000	10	11030502|11030406|11020502	100000000	2	12054300|11000902|11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#端午掉落																																
756	100000000	2	12031010|12031019|12031017	50000000	1	12031010|12031019|12031017	100000000	2	12030056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
757	100000000	6	12031010	100000000	6	12031010|12031019|12031017	100000000	18	12030058|12030057|12030057|12030057|12030057|12030057|12030057|12030056|12030056|12030056	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
758	100000000	2	12110211|12110212	50000000	2	12110211|12110212	100000000	1	12110215	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
759	100000000	20	12110211|12110212	100000000	10	12110215	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#和玉佩相关的掉落																																
800	10000000	1	14050001|14050101|14050201|14050301|14050401|14050501|14050601|14050701|14050801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
801	100000000	1	14050001|14050101|14050201|14050301|14050401|14050501|14050601|14050701|14050801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
802	100000000	1	11000148	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
803	10000000	1	11000148|11000149|11000150|11000151	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
804	100000000	6	11000362	1000000	1	11000149|11000157|11000164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
805	50000000	2	11000360	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
806	100000000	12	11000362	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
807	100000000	1	11000362	1000000	1	11000148|11000156|11000163	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
808	10000000	1	11011421|11011441|11011461|11011481	1000000	1	11000150|11000158|11000165	-1	-1	-1	-1	-1	-1
	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1											
#和战车宝石相关的掉落																																
810	100000000	1	14100001|14100011|14100021|14100031|14100041|14100051|14100061	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
811	20000000	1	14100001|14100011|14100021|14100031|14100041|14100051|14100061	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	10月资料片掉落																															
812	25000000	1	12240015	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
813	50000000	2	11000947	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
814	50000000	3	11000947	100000000	5	11000947	25000000	2	11000947	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
815	14285714	1	12240013																													
816	25000000	1	11000947	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	10月资料片活动掉落																															
817	12500000	1	12050055	12500000	1	12050065	12500000	1	12050075	12500000	1	12050085	2500000	1	10310040	3500000	1	12030203	7000000	1	12030803	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	小魔君和大魔君 新增掉落 宝石洗紫相关																															
#	大魔君																															
818	100000000	2	11000948	50000000	1	11000948	50000000	1	11000948	33333333	1	11000948	33333333	1	11000948	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	小魔君																															
819	50000000	1	11000948	50000000	1	11000948	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
# 暗·海都大王 周五晚10点刷新
820	10000000	2	11000304	1000000	1	12274050|12274051|12274052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
821	100000	1	11000304	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	挑战副本碎片黄金麻将掉落																															
822	100000000	1	12030867	20000000	1	12030867	50000000	1	12030867																							
823	10000000	1	11970023																													
824	10000000	2	11970023																													
825	1000000	1	11970023																													
826	100000	1	11970023																													
#	春节集字活动掉落																															
827	18750000	1	12041225	18750000	1	12041226	18750000	1	12041227	18750000	1	12041228	18750000	1	12041229	18750000	1	12041230	18750000	1	12041231	18750000	1	12041232								
828	100000000	2	12041225	100000000	2	12041226	100000000	2	12041227	100000000	2	12041228	100000000	2	12041229	100000000	2	12041230	100000000	2	12041231	100000000	2	12041232								
829	100000000	4	12041225	100000000	4	12041226	100000000	4	12041227	100000000	4	12041228	100000000	4	12041229	100000000	4	12041230	100000000	4	12041231	100000000	4	12041232								
830	50000000	1	12041225	50000000	1	12041226	50000000	1	12041227	50000000	1	12041228	50000000	1	12041229	50000000	1	12041230	50000000	1	12041231	50000000	1	12041232								
#	不掉灵魂和水银的十八魔君新添洗石剂掉落																															
831	100000000	1	11000902	20000000	1	11000902																										
#	跨服BOSS掉落																															
832	100000000	4	11000501	50000000	2	11000501	25000000	2	11000501	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
833	100000000	4	11000544	50000000	2	11000544	25000000	2	11000544	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
834	100000000	4	11000552	50000000	2	11000552	25000000	2	11000552	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
835	100000000	4	11000948	50000000	2	11000948	25000000	2	11000948	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
836	100000000	4	11000606	50000000	2	11000606	25000000	2	11000606	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
837	100000000	4	11000800	50000000	2	11000800	25000000	2	11000800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
838	100000000	8	11000908	50000000	4	11000908	25000000	2	11000908	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
839	100000000	2	11990110	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
840	100000000	4	12030046	50000000	2	12030046	25000000	2	12030046	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
841	100000000	4	11970023	50000000	2	11970023	25000000	2	11970023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		
#	新手村海都纪念徽章掉落以及小怪掉落银卡和药瓶																															
850	100000000	1	10217104																													
851	30000000	1	12010001	20000000	1	12500264	5000000	1	12500265	5000000	1	12500264	1000000	10	12500264|12500265|12500264|12010001																	
852	100000000	1	12500264	100000000	1	12500265	100000000	1	12500264	100000000	5	12500264	100000000	5	12500265	100000000	5	12500264														
#	浮屠塔小怪卡牌掉落																															
#	1-50层	45级卡																														
860	10000000	1	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	400000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	200000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186																							
861	100000000	1	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	600000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	300000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186																							
#	51-60层																															
865	10000000	1	45011006|45011236|45011471|45011721|45011946|45012186|45012416|45012676|45012891|45013126	400000	1	45011036|45011266|45011501|45011751|45011976|45012216|45012446|45012711|45012926|45013161	200000	1	45011066|45011296|45011531|45011781|45012011|45012246|45012476|45012741|45012956|45013191																							
866	100000000	1	45011006|45011236|45011471|45011721|45011946|45012186|45012416|45012676|45012891|45013126	600000	1	45011036|45011266|45011501|45011751|45011976|45012216|45012446|45012711|45012926|45013161	300000	1	45011066|45011296|45011531|45011781|45012011|45012246|45012476|45012741|45012956|45013191																							
#	61-70层																															
870	10000000	1	45011011|45011241|45011476|45011726|45011951|45012191|45012421|45012681|45012896|45013131	400000	1	45011041|45011271|45011506|45011756|45011981|45012221|45012451|45012716|45012931|45013166	200000	1	45011071|45011301|45011536|45011541|45011786|45012016|45012251|45012481|45012746|45012961|45013196																							
871	100000000	1	45011011|45011241|45011476|45011726|45011951|45012191|45012421|45012681|45012896|45013131	600000	1	45011041|45011271|45011506|45011756|45011981|45012221|45012451|45012716|45012931|45013166	300000	1	45011071|45011301|45011536|45011541|45011786|45012016|45012251|45012481|45012746|45012961|45013196																							
#	71-80层																															
875	10000000	1	45011016|45011246|45011481|45011731|45011956|45012196|45012426|45012686|45012901|45013136	400000	1	45011046|45011276|45011511|45011761|45011986|45012226|45012456|45012721|45012936|45013171	200000	1	45011076|45011306|45011546|45011791|45012021|45012256|45012486|45012751|45012966|45013201																							
876	100000000	1	45011016|45011246|45011481|45011731|45011956|45012196|45012426|45012686|45012901|45013136	600000	1	45011046|45011276|45011511|45011761|45011986|45012226|45012456|45012721|45012936|45013171	300000	1	45011076|45011306|45011546|45011791|45012021|45012256|45012486|45012751|45012966|45013201																							
#	81-90层																															
880	10000000	1	45011021|45011251|45011486|45011736|45011961|45012201|45012431|45012691|45012906|45013141	400000	1	45011051|45011281|45011516|45011766|45011991|45012231|45012461|45012726|45012941|45013176	200000	1	45011081|45011086|45011091|45011311|45011316|45011551|45011556|45011561|45011796|45011801|45012026|45012031|45012036|45012261|45012266|45012491|45012496|45012756|45012971|45013206																							
881	50000000	1	45011021|45011251|45011486|45011736|45011961|45012201|45012431|45012691|45012906|45013141	600000	1	45011051|45011281|45011516|45011766|45011991|45012231|45012461|45012726|45012941|45013176	300000	1	45011081|45011086|45011091|45011311|45011316|45011551|45011556|45011561|45011796|45011801|45012026|45012031|45012036|45012261|45012266|45012491|45012496|45012756|45012971|45013206																							
#	91-150																															
885	10000000	1	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	400000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	200000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211																							
886	100000000	1	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	600000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	300000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211																							
#
#	浮屠塔boss卡牌掉落
#	1-50层	45级卡																														
890	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
891	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
892	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
893	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
894	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
895	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
896	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
897	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
898	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
899	100000000	8	45011001|45011231|45011466|45011716|45011941|45012181|45012411|45012671|45012886|45013121	100000000	1	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156	1000000	1	45011061|45011291|45011526|45011776|45012001|45012006|45012241|45012471|45012736|45012951|45013186	8000000	1	45011106|45011331|45011336|45011576|45011581|45011811|45012051|45012281|45012511|45012766|45012981|45012986|45013216																				
#	51-60层																															
900	100000000	8	45011006|45011236|45011471|45011721|45011946|45012186|45012416|45012676|45012891|45013126	100000000	1	45011036|45011266|45011501|45011751|45011976|45012216|45012446|45012711|45012926|45013161	1000000	1	45011066|45011296|45011531|45011781|45012011|45012246|45012476|45012741|45012956|45013191	8000000	1	45011111|45011341|45011586|45011816|45012056|45012286|45012516|45012771|45012991|45013221																				
901	100000000	8	45011006|45011236|45011471|45011721|45011946|45012186|45012416|45012676|45012891|45013126	100000000	1	45011036|45011266|45011501|45011751|45011976|45012216|45012446|45012711|45012926|45013161	1000000	1	45011066|45011296|45011531|45011781|45012011|45012246|45012476|45012741|45012956|45013191	8000000	1	45011111|45011341|45011586|45011816|45012056|45012286|45012516|45012771|45012991|45013221																				
#	61-70层																															
902	100000000	8	45011011|45011241|45011476|45011726|45011951|45012191|45012421|45012681|45012896|45013131	100000000	1	45011041|45011271|45011506|45011756|45011981|45012221|45012451|45012716|45012931|45013166	1000000	1	45011071|45011301|45011536|45011541|45011786|45012016|45012251|45012481|45012746|45012961|45013196	8000000	1	45011116|45011121|45011346|45011351|45011591|45011821|45012061|45012066|45012291|45012296|45012521|45012776|45012996|45013226|45013231																				
903	100000000	8	45011011|45011241|45011476|45011726|45011951|45012191|45012421|45012681|45012896|45013131	100000000	1	45011041|45011271|45011506|45011756|45011981|45012221|45012451|45012716|45012931|45013166	1000000	1	45011071|45011301|45011536|45011541|45011786|45012016|45012251|45012481|45012746|45012961|45013196	8000000	1	45011116|45011121|45011346|45011351|45011591|45011821|45012061|45012066|45012291|45012296|45012521|45012776|45012996|45013226|45013231																				
#	71-80层																															
904	100000000	8	45011016|45011246|45011481|45011731|45011956|45012196|45012426|45012686|45012901|45013136	100000000	1	45011046|45011276|45011511|45011761|45011986|45012226|45012456|45012721|45012936|45013171	1000000	1	45011076|45011306|45011546|45011791|45012021|45012256|45012486|45012751|45012966|45013201	8000000	1	45011126|45011356|45011596|45011826|45012071|45012301|45012526|45012531|45012781|45013001|45013006|45013236																				
905	100000000	8	45011016|45011246|45011481|45011731|45011956|45012196|45012426|45012686|45012901|45013136	100000000	1	45011046|45011276|45011511|45011761|45011986|45012226|45012456|45012721|45012936|45013171	1000000	1	45011076|45011306|45011546|45011791|45012021|45012256|45012486|45012751|45012966|45013201	8000000	1	45011126|45011356|45011596|45011826|45012071|45012301|45012526|45012531|45012781|45013001|45013006|45013236																				
#	81-90层																															
906	100000000	8	45011021|45011251|45011486|45011736|45011961|45012201|45012431|45012691|45012906|45013141	100000000	1	45011051|45011281|45011516|45011766|45011991|45012231|45012461|45012726|45012941|45013176	1000000	1	45011081|45011086|45011091|45011311|45011316|45011551|45011556|45011561|45011796|45011801|45012026|45012031|45012036|45012261|45012266|45012491|45012496|45012756|45012971|45013206	8000000	1	45011131|45011361|45011601|45011831|45012076|45012306|45012536|45012541|45012786|45013011|45013241|45013246																				
907	100000000	8	45011021|45011251|45011486|45011736|45011961|45012201|45012431|45012691|45012906|45013141	100000000	1	45011051|45011281|45011516|45011766|45011991|45012231|45012461|45012726|45012941|45013176	1000000	1	45011081|45011086|45011091|45011311|45011316|45011551|45011556|45011561|45011796|45011801|45012026|45012031|45012036|45012261|45012266|45012491|45012496|45012756|45012971|45013206	8000000	1	45011131|45011361|45011601|45011831|45012076|45012306|45012536|45012541|45012786|45013011|45013241|45013246																				
#	91-150																															
908	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
909	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
910	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
911	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
912	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
913	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
914	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
915	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
916	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
917	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
918	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
919	100000000	8	45011026|45011256|45011491|45011741|45011966|45012206|45012436|45012696|45012911|45013146	100000000	1	45011056|45011286|45011521|45011771|45011996|45012236|45012731|45012946|45013181	1000000	1	45011096|45011101|45011321|45011326|45011566|45011571|45011806|45012041|45012046|45012271|45012276|45012501|45012506|45012761|45012976|45013211	8000000	1	45011136|45011366|45011606|45011611|45011836|45011841|45012081|45012086|45012311|45012316|45012546|45012791|45013016|45013251																				
#	韩梅梅 将星勋章
920	100000000	10	12274103|12274104
921	100000000	10	12274104|12274105
922	100000000	10	12274105|12274106
923	100000000	10	12274106
924	100000000	10	12274103|12274104|12274105|12274106
#	十八魔君增加绿色卡牌掉落
925	100000000	2	45011031|45011261|45011496|45011746|45011971|45012211|45012441|45012701|45012706|45012916|45012921|45013151|45013156																													
926	100000000	2	45011036|45011266|45011501|45011751|45011976|45012216|45012446|45012711|45012926|45013161																													
927	100000000	2	45011041|45011271|45011506|45011756|45011981|45012221|45012451|45012716|45012931|45013166																													
928	100000000	2	45011046|45011276|45011511|45011761|45011986|45012226|45012456|45012721|45012936|45013171																													
929	100000000	2	45011051|45011281|45011516|45011766|45011991|45012231|45012461|45012726|45012941|45013176																													
